TransactionID,TransactionDT,isFraud,TransactionAmt,card1,ProductCD,addr1,C1,C2
2987244,209896,0,35.43,11883,W,245.0,3.0,1.0
2987245,210070,0,36.75,1355,R,225.0,3.0,4.0
2987246,210587,0,2.02,7622,W,307.0,6.0,6.0
2987247,211232,0,474.35,8696,W,236.0,7.0,1.0
2987248,211407,0,647.14,13209,H,133.0,2.0,1.0
2987249,211503,0,196.08,15102,H,473.0,2.0,0.0
2987250,211576,0,31.54,8232,W,418.0,7.0,0.0
2987251,211775,0,19.76,12095,W,294.0,3.0,2.0
2987252,213074,0,13.77,8665,S,330.0,3.0,2.0
2987253,214160,0,193.83,5790,W,365.0,4.0,5.0
2987254,214186,0,410.9,4575,C,299.0,6.0,2.0
2987255,214391,0,109.87,1210,H,169.0,2.0,1.0
2987256,217031,0,251.99,2072,W,276.0,1.0,0.0
2987257,218199,0,153.52,6054,W,477.0,0.0,4.0
2987258,218711,0,35.69,7464,W,446.0,0.0,2.0
2987259,219455,0,302.28,2155,H,142.0,0.0,3.0
2987260,219759,1,374.92,10934,W,424.0,10.0,2.0
2987261,220135,0,27.42,13653,H,154.0,4.0,2.0
2987262,220795,0,237.11,16868,W,351.0,7.0,1.0
2987263,221345,1,109.14,16373,R,212.0,10.0,6.0
2987264,221711,0,65.82,5204,W,297.0,0.0,1.0
2987265,221904,0,143.84,4926,W,333.0,5.0,5.0
2987266,222947,0,138.61,12908,W,353.0,5.0,6.0
2987267,223436,0,261.5,6513,W,157.0,4.0,3.0
2987268,224936,0,32.49,2127,S,217.0,3.0,2.0
2987269,225097,0,177.46,11685,W,289.0,8.0,3.0
2987270,225154,0,22.38,12756,W,128.0,9.0,4.0
2987271,225936,0,72.64,2869,R,375.0,6.0,2.0
2987272,226039,0,78.69,16508,W,265.0,0.0,2.0
2987273,226096,0,288.32,13023,W,287.0,1.0,4.0
2987274,226198,0,91.02,1362,R,397.0,5.0,2.0
2987275,226951,0,65.75,9867,W,230.0,2.0,1.0
2987276,226957,0,498.26,13510,W,495.0,2.0,4.0
2987277,227277,0,53.8,17689,W,109.0,4.0,0.0
2987278,227813,0,51.14,2183,H,409.0,0.0,4.0
2987279,228444,0,9.47,2724,H,218.0,8.0,1.0
2987280,229163,0,69.39,7788,W,337.0,5.0,2.0
2987281,229866,0,29.15,2294,W,160.0,9.0,0.0
2987282,229897,0,66.63,3779,H,219.0,10.0,4.0
2987283,229978,0,120.05,3272,W,443.0,2.0,2.0
2987284,231680,0,24.48,11260,C,419.0,8.0,0.0
2987285,232008,0,33.53,9597,W,156.0,3.0,3.0
2987286,232395,0,13.21,9526,W,394.0,2.0,0.0
2987287,233134,0,48.82,10938,W,478.0,6.0,2.0
2987288,233184,0,28.98,7875,H,242.0,7.0,3.0
2987289,234774,0,1179.72,8331,W,104.0,4.0,0.0
2987290,234884,0,547.22,6544,S,491.0,8.0,0.0
2987291,236147,0,450.43,11206,W,415.0,7.0,6.0
2987292,236780,0,19.03,4991,W,145.0,9.0,3.0
2987293,237705,0,72.76,14967,H,128.0,9.0,4.0
2987294,238349,0,21.25,10927,C,412.0,7.0,0.0
2987295,238669,0,821.71,15856,H,428.0,7.0,5.0
2987296,238671,0,244.03,15011,W,221.0,2.0,6.0
2987297,238814,0,25.45,3686,W,268.0,7.0,4.0
2987298,239084,0,140.24,7175,W,422.0,3.0,2.0
2987299,239444,0,15.19,8123,R,194.0,7.0,1.0
2987300,240214,0,76.42,11422,W,442.0,10.0,4.0
2987301,240374,0,72.92,2716,W,142.0,0.0,1.0
2987302,242003,0,218.67,10045,H,405.0,2.0,5.0
2987303,242054,0,294.54,6827,H,145.0,7.0,5.0
2987304,242330,0,92.24,12246,C,376.0,7.0,1.0
2987305,242638,0,68.8,12510,C,418.0,1.0,3.0
2987306,242961,0,1.85,17540,W,382.0,8.0,1.0
2987307,244297,0,586.72,9376,H,325.0,6.0,6.0
2987308,244795,0,40.89,9141,H,278.0,6.0,0.0
2987309,245057,0,101.76,2356,R,404.0,10.0,5.0
2987310,245170,0,1354.13,15118,W,242.0,8.0,1.0
2987311,245189,0,21.48,4040,R,242.0,4.0,1.0
2987312,245267,0,92.34,2028,W,236.0,2.0,2.0
2987313,245324,0,163.4,11596,W,263.0,9.0,1.0
2987314,245681,0,333.94,12284,W,124.0,2.0,6.0
2987315,245811,0,90.15,4005,W,294.0,4.0,2.0
2987316,246336,0,368.96,14770,W,420.0,10.0,5.0
2987317,246668,0,54.67,13507,W,446.0,7.0,2.0
2987318,247506,0,172.81,11934,W,409.0,7.0,5.0
2987319,248687,0,147.93,14888,W,272.0,8.0,0.0
2987320,249908,0,80.69,10019,W,285.0,2.0,5.0
2987321,251182,0,132.71,6332,S,308.0,1.0,1.0
2987322,251208,0,31.52,17685,S,437.0,6.0,1.0
2987323,251618,0,62.9,15340,W,187.0,1.0,6.0
2987324,252395,0,19.22,5094,W,333.0,3.0,2.0
2987325,252852,0,52.99,5060,W,312.0,5.0,5.0
2987326,253375,0,352.77,8462,S,459.0,4.0,1.0
2987327,253702,1,236.52,5154,W,285.0,11.0,1.0
2987328,254903,0,130.26,1137,W,127.0,5.0,0.0
2987329,254916,0,13.21,10575,W,285.0,1.0,4.0
2987330,255090,1,149.51,5472,W,451.0,9.0,2.0
2987331,255500,0,83.49,2806,W,202.0,1.0,5.0
2987332,256356,0,171.55,9755,W,374.0,10.0,4.0
2987333,256481,0,473.36,16269,W,385.0,10.0,6.0
2987334,257268,0,55.11,12564,C,217.0,10.0,6.0
2987335,257809,0,61.64,7803,W,100.0,2.0,3.0
2987336,258281,0,270.9,1785,W,192.0,1.0,0.0
2987337,258346,0,43.64,1032,S,296.0,5.0,0.0
2987338,259634,0,99.97,10305,R,369.0,8.0,3.0
2987339,259635,0,8.2,7456,C,467.0,2.0,6.0
2987340,259764,0,62.2,15562,W,411.0,7.0,1.0
2987341,259885,0,430.96,8329,W,481.0,5.0,6.0
2987342,260477,0,134.63,4307,R,474.0,7.0,1.0
2987343,260480,0,264.89,12556,H,294.0,7.0,6.0
2987344,261223,0,283.6,7291,C,313.0,0.0,1.0
2987345,261566,0,454.46,6685,H,338.0,3.0,1.0
2987346,262309,0,59.35,16331,S,244.0,3.0,2.0
2987347,263073,0,278.87,14141,R,402.0,9.0,1.0
2987348,263462,0,1335.61,14408,W,295.0,1.0,6.0
2987349,264733,0,87.22,17865,S,303.0,10.0,4.0
2987350,265098,0,18.47,8087,W,371.0,3.0,5.0
2987351,265790,1,49.09,17418,R,491.0,7.0,1.0
2987352,265819,0,157.91,7287,H,469.0,9.0,6.0
2987353,265924,0,12.26,1247,W,207.0,1.0,5.0
2987354,266120,0,36.07,16514,W,356.0,3.0,4.0
2987355,266211,0,60.6,14690,W,345.0,8.0,2.0
2987356,268315,0,102.7,3707,H,142.0,3.0,6.0
2987357,269551,0,777.29,8287,H,220.0,8.0,1.0
2987358,269923,0,205.49,3282,C,148.0,5.0,1.0
2987359,270766,0,23.65,10345,H,453.0,2.0,2.0
2987360,271261,0,9331.29,11781,W,140.0,6.0,3.0
2987361,271612,0,88.25,11365,S,165.0,1.0,5.0
2987362,272095,0,11.98,11399,C,410.0,4.0,3.0
2987363,272951,0,25.89,7367,W,188.0,6.0,5.0
2987364,273401,0,26.08,13993,C,199.0,0.0,2.0
2987365,274088,0,17.86,15904,H,437.0,9.0,0.0
2987366,274133,0,166.59,3935,H,418.0,6.0,6.0
2987367,275862,0,3.67,15025,W,280.0,6.0,2.0
2987368,275913,0,292.57,11529,C,446.0,8.0,3.0
2987369,275980,0,239.2,15283,H,273.0,9.0,2.0
2987370,276431,0,52.05,11586,R,324.0,1.0,5.0
2987371,276443,0,270.12,7463,W,257.0,10.0,2.0
2987372,276538,1,34.11,13386,W,492.0,3.0,3.0
2987373,276629,0,32.76,14455,S,337.0,3.0,1.0
2987374,276816,0,174.07,1259,C,447.0,3.0,0.0
2987375,277313,0,70.0,12254,S,180.0,4.0,5.0
2987376,277654,0,42.52,5007,W,259.0,7.0,3.0
2987377,278485,0,78.55,3119,H,152.0,8.0,5.0
2987378,278960,0,438.13,9108,S,201.0,4.0,5.0
2987379,279010,0,418.21,6649,H,399.0,9.0,6.0
2987380,279135,0,150.11,4218,R,489.0,3.0,3.0
2987381,279857,0,58.76,7908,S,236.0,8.0,1.0
2987382,280383,0,168.29,10192,R,468.0,10.0,1.0
2987383,281343,0,31.98,14922,C,401.0,2.0,1.0
2987384,282420,0,366.04,6115,W,265.0,10.0,5.0
2987385,282486,0,281.61,7550,W,310.0,1.0,2.0
2987386,282704,0,914.07,5546,H,130.0,0.0,3.0
2987387,282921,0,34.38,10489,W,480.0,8.0,1.0
2987388,283513,0,29.62,10501,H,463.0,3.0,5.0
2987389,284198,0,174.44,15953,S,444.0,2.0,3.0
2987390,284494,0,64.81,8728,W,289.0,1.0,1.0
2987391,285784,0,298.62,14692,W,142.0,7.0,5.0
2987392,286676,0,437.58,8644,W,444.0,0.0,2.0
2987393,288404,0,694.62,6371,W,228.0,3.0,6.0
2987394,288619,0,96.55,13247,W,277.0,2.0,1.0
2987395,289184,0,258.91,4314,W,262.0,4.0,0.0
2987396,289658,0,48.41,17897,H,338.0,9.0,6.0
2987397,290312,0,116.82,14747,W,339.0,10.0,1.0
2987398,290717,0,84.43,6275,H,118.0,3.0,5.0
2987399,290950,0,79.19,6666,C,209.0,1.0,2.0
2987400,293601,0,803.28,10313,W,140.0,10.0,6.0
2987401,293636,0,17.98,10598,R,265.0,9.0,1.0
2987402,294783,0,89.48,11679,W,173.0,3.0,1.0
2987403,295424,0,96.02,4365,W,138.0,6.0,4.0
2987404,296169,0,194.8,15372,H,455.0,7.0,2.0
2987405,296391,0,24.13,8372,W,335.0,8.0,1.0
2987406,296674,0,62.88,8860,W,335.0,8.0,0.0
2987407,297219,0,44.04,6695,H,132.0,8.0,6.0
2987408,298473,0,6.04,6602,C,392.0,0.0,4.0
2987409,298618,0,363.21,4052,S,179.0,10.0,3.0
2987410,299786,0,15.43,3224,W,307.0,7.0,0.0
2987411,300008,0,13.15,12896,W,440.0,1.0,6.0
2987412,301493,0,280.66,8390,C,136.0,0.0,6.0
2987413,302970,0,60.23,12847,H,215.0,8.0,4.0
2987414,303046,1,96.33,16677,H,301.0,4.0,4.0
2987415,303658,0,64.23,1776,W,195.0,5.0,0.0
2987416,303672,0,326.77,10914,C,130.0,8.0,0.0
2987417,303825,0,46.42,12595,R,295.0,6.0,4.0
2987418,304151,1,265.5,17840,C,360.0,4.0,6.0
2987419,305089,0,22.89,13249,W,395.0,3.0,1.0
2987420,305252,0,133.76,10796,R,338.0,2.0,5.0
2987421,305545,0,265.93,13861,W,167.0,0.0,4.0
2987422,305731,0,485.95,14545,C,108.0,8.0,2.0
2987423,306118,1,22.03,6043,S,495.0,6.0,1.0
2987424,306855,0,63.05,11941,W,137.0,7.0,3.0
2987425,307391,0,612.8,8049,H,356.0,10.0,1.0
2987426,307703,0,272.12,4723,C,437.0,10.0,6.0
2987427,308035,0,70.89,9088,R,260.0,2.0,3.0
2987428,308128,0,90.43,1610,W,231.0,1.0,4.0
2987429,308257,0,128.56,1144,S,258.0,3.0,1.0
2987430,308508,0,57.54,8408,C,259.0,4.0,2.0
2987431,308537,0,173.57,10730,W,129.0,10.0,5.0
2987432,309263,0,162.16,13862,H,434.0,10.0,3.0
2987433,309897,0,23.62,1986,H,228.0,3.0,3.0
2987434,310938,0,50.01,8554,W,412.0,10.0,0.0
2987435,312195,0,52.2,11184,R,334.0,6.0,0.0
2987436,313222,0,66.25,11303,C,416.0,0.0,5.0
2987437,313265,0,124.44,17864,W,235.0,5.0,0.0
2987438,313375,0,111.78,15846,C,323.0,3.0,0.0
2987439,313384,0,37.95,3985,W,121.0,0.0,3.0
2987440,313845,0,449.59,14085,W,122.0,8.0,0.0
2987441,314333,0,90.56,4822,W,223.0,9.0,2.0
2987442,315550,0,521.31,5929,H,126.0,7.0,6.0
2987443,316730,0,506.85,17548,H,365.0,7.0,2.0
2987444,317284,0,25.25,15980,S,387.0,9.0,1.0
2987445,318091,0,49.98,2976,W,275.0,1.0,1.0
2987446,318300,0,54.56,10559,W,130.0,10.0,3.0
2987447,318548,0,131.1,7456,W,480.0,10.0,0.0
2987448,320597,0,215.23,7406,H,275.0,2.0,2.0
2987449,321026,0,107.37,9177,H,126.0,2.0,3.0
2987450,321165,0,46.47,17651,W,437.0,4.0,5.0
2987451,321280,0,653.23,9774,W,110.0,5.0,0.0
2987452,321460,0,53.19,4481,W,147.0,7.0,0.0
2987453,321604,0,219.25,14372,W,169.0,0.0,2.0
2987454,321888,0,86.09,2626,W,345.0,4.0,3.0
2987455,322173,0,83.25,6114,H,394.0,9.0,0.0
2987456,322179,0,202.05,8823,H,345.0,8.0,1.0
2987457,323342,0,573.41,3991,W,318.0,0.0,5.0
2987458,323486,0,129.8,1883,R,303.0,6.0,2.0
2987459,323641,0,50.07,7119,H,260.0,6.0,0.0
2987460,324306,0,531.7,7215,H,462.0,4.0,6.0
2987461,324675,0,162.81,4376,W,445.0,5.0,1.0
2987462,324842,1,158.3,10563,W,364.0,9.0,1.0
