TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3506362,-5.0,9288.0,,,1.0,-7.0,,,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,15.0,352.0,600.0,,,,,,,,New,NotFound,iOS 11.2.5,chrome 64.0 for ios,32.0,2048x1536,match_status:2,T,F,F,T,mobile,iOS Device
3380704,-5.0,325255.0,,,-4.0,-51.0,,,,,100.0,NotFound,19.0,,New,NotFound,225.0,15.0,417.0,595.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,T,F,mobile,
3443200,-5.0,82831.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3131148,-5.0,64710.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,opera 49.0,,,,F,F,T,T,desktop,Windows
3021150,-5.0,94346.0,,,0.0,-9.0,,,,,100.0,Found,49.0,-300.0,New,NotFound,166.0,,100.0,535.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2987145,-5.0,127488.0,,,2.0,-11.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,12.0,352.0,214.0,,,,,,,,New,NotFound,iOS 11.1.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3269318,-10.0,5068.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,33.0,-300.0,Found,Found,166.0,,542.0,600.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
3297374,-5.0,162999.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,-480.0,New,NotFound,166.0,,454.0,222.0,,,,,,,,New,NotFound,Mac OS X 10_13_3,safari generic,24.0,5120x2880,match_status:2,T,F,T,F,desktop,MacOS
3042683,-40.0,251560.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,T,mobile,ALE-L23 Build/HuaweiALE-L23
3394338,-20.0,251447.0,,,1.0,-12.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,15.0,384.0,595.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,F,F,mobile,5011A Build/NRD90M
3423990,-20.0,206661.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,563.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3560067,-5.0,1304.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,548.0,597.0,,,,,,,,New,NotFound,Windows 10,chrome 66.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3335028,-5.0,722176.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,153.0,325.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3388286,-5.0,305664.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,-240.0,New,NotFound,166.0,15.0,100.0,533.0,,,,,,,,New,NotFound,Windows 8.1,firefox 52.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,rv:52.0
3196422,-5.0,168033.0,,,1.0,-5.0,,,0.0,0.0,95.16000366210938,NotFound,52.0,,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
3563433,-100.0,4043.0,0.0,0.0,6.0,-34.0,,,0.0,0.0,100.0,NotFound,52.0,0.0,Found,Found,166.0,13.0,154.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 66.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3108145,-5.0,17137.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,193.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3391715,-20.0,347196.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,153.0,139.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,Tmovi Build/Vision
3059868,-15.0,67787.0,0.0,0.0,0.0,-100.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,13.0,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3451733,-5.0,158135.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,Alcatel_5098O Build/MMB29M
3084581,-85.0,295243.0,,,7.0,-24.0,3.0,-23.0,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,410.0,111.0,697.0,14.0,IP_PROXY:HIDDEN,11.0,506.0,206.0,Found,New,NotFound,Mac OS X 10_11_6,safari generic,24.0,1280x800,match_status:2,T,F,F,F,desktop,MacOS
3380263,-10.0,127641.0,0.0,0.0,0.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3205950,-35.0,183172.0,,,4.0,-11.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,176.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,F,mobile,
3482464,-16.0,52178.0,,,,,-2.0,-39.0,,,100.0,NotFound,52.0,-480.0,New,NotFound,,,,,770.0,14.0,IP_PROXY:ANONYMOUS,11.0,236.0,161.0,Found,New,NotFound,Windows 7,chrome generic,24.0,1680x1050,match_status:0,T,F,T,F,desktop,Windows
3058212,-35.0,84382.0,,,33.0,-55.0,,,,,100.0,NotFound,62.0,-300.0,Unknown,,166.0,15.0,373.0,549.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,F,F,desktop,Windows
3100124,-55.0,3632.0,,,-2.0,-47.0,4.0,-7.0,0.0,-5.0,94.25,NotFound,11.0,-300.0,New,NotFound,166.0,15.0,410.0,222.0,734.0,14.0,IP_PROXY:TRANSPARENT,11.0,516.0,169.0,Found,Found,Found,Linux,puffin,24.0,2001x1125,match_status:2,T,T,T,T,mobile,Linux x86_64
3083438,-5.0,191194.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,400.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1536x864,match_status:2,T,F,T,F,desktop,Windows
2995308,-5.0,64905.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,621.0,394.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
2996872,-5.0,322657.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,15.0,404.0,111.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,1280x800,match_status:2,T,T,F,T,desktop,MacOS
3035447,-5.0,105120.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3076947,-5.0,40875.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,Found,NotFound,166.0,,542.0,144.0,,,,,,,,Found,NotFound,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3476177,0.0,54033.0,,,0.0,0.0,,,,,100.0,NotFound,,-420.0,New,NotFound,166.0,,215.0,266.0,,,,,,,,New,NotFound,Mac OS X 10_9_5,safari generic,24.0,1920x1080,match_status:2,T,T,T,T,desktop,MacOS
3011592,0.0,40572.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,15.0,397.0,600.0,,,,,,,,Found,Found,Android 7.1.1,chrome 62.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-N950U Build/NMF26X
3509573,-5.0,323785.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,146.0,595.0,,,,,,,,Found,Found,,samsung browser 6.4,,,,F,F,T,F,mobile,SAMSUNG SM-G610M Build/MMB29K
3081295,-5.0,66130.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,542.0,489.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 63.0,24.0,2880x1800,match_status:2,T,F,T,F,desktop,MacOS
3224388,-5.0,76932.0,0.0,0.0,11.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,15.0,186.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3382138,-60.0,189524.0,,,3.0,-26.0,,,,,100.0,NotFound,19.0,,New,NotFound,225.0,15.0,417.0,612.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,T,F,mobile,ALE-L23 Build/HuaweiALE-L23
3204030,-10.0,239314.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,SM-J510MN Build/MMB29M
3520868,-20.0,277201.0,,,-3.0,-34.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,15.0,417.0,612.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3088000,-5.0,49862.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,Found,NotFound,166.0,,621.0,107.0,,,,,,,,Found,NotFound,Mac OS X 10_13_2,safari generic,24.0,2880x1800,match_status:2,T,F,T,F,desktop,MacOS
3449482,-5.0,1599.0,0.0,0.0,0.0,-1.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,400.0,146.0,,,,,,,,Found,Found,Windows 10,chrome 65.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
3194899,-10.0,80081.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,,Found,Found,225.0,,266.0,127.0,,,,,,,,Found,Found,,chrome 63.0 for android,,,,F,F,T,F,mobile,ZTE BLADE A512 Build/MMB29M
3409660,-25.0,110861.0,0.0,0.0,7.0,-11.0,38.0,-22.0,0.0,0.0,100.0,Found,64.0,-360.0,Found,Found,166.0,13.0,317.0,214.0,252.0,14.0,IP_PROXY:TRANSPARENT,15.0,321.0,142.0,Found,Found,Found,iOS 11.0.0,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3311562,-20.0,826365.0,,,1.0,0.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,,484.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3535511,-5.0,215646.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,-300.0,Found,Found,166.0,15.0,352.0,161.0,,,,,,,,Found,Found,Android 7.0,android webview 4.0,24.0,1920x1080,match_status:2,T,F,F,T,mobile,SM-G930V Build/NRD90M
3013201,0.0,18258.0,,,14.0,-10.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,321.0,549.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
2989091,0.0,88749.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,111.0,,,,,,,,New,NotFound,Mac OS X 10.11,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,rv:57.0
3148252,-5.0,73190.0,0.0,0.0,1.0,-8.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,652.0,597.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1200,match_status:2,T,F,T,T,desktop,Windows
3040441,-5.0,95814.0,0.0,0.0,2.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,410.0,533.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,F,T,T,desktop,Trident/7.0
2996972,-20.0,135036.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,144.0,,410.0,623.0,,,,,,,,Found,Found,,chrome 56.0,,,,F,F,T,T,desktop,
3334911,-5.0,193356.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,13.0,542.0,222.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
3525292,-5.0,124709.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-360.0,New,NotFound,166.0,,312.0,299.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3446123,-45.0,417889.0,,,0.0,-3.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,266.0,563.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,T,F,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53
3070753,-5.0,82694.0,0.0,0.0,2.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,15.0,529.0,222.0,,,,,,,,Found,Found,Windows 7,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3069370,-10.0,50360.0,0.0,0.0,,,10.0,-16.0,0.0,-1.0,100.0,NotFound,51.0,-300.0,Found,Found,,,,,249.0,14.0,IP_PROXY:ANONYMOUS,15.0,205.0,137.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3008504,-5.0,114115.0,,,16.0,-23.0,,,1.0,0.0,93.75,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,178.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,F,T,T,desktop,rv:11.0
3290635,-10.0,107594.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,595.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
3044248,-5.0,99365.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,368.0,,,,,,,,New,NotFound,Mac OS X 10_13_3,safari generic,24.0,2560x1440,match_status:1,T,F,T,F,desktop,MacOS
3249150,-5.0,131853.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,341.0,222.0,,,,,,,,New,NotFound,iOS 11.2.5,mobile safari generic,32.0,2048x1536,match_status:2,T,F,T,F,mobile,iOS Device
3078648,-5.0,279008.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,161.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,chrome 63.0,24.0,1680x1050,match_status:2,T,F,T,F,desktop,MacOS
3307747,-20.0,82362.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
3001208,-5.0,56973.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,529.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3347187,0.0,115994.0,,,,,,,,,100.0,NotFound,,-600.0,New,NotFound,166.0,,529.0,216.0,,,,,,,,New,NotFound,Android 7.1.2,chrome generic for android,24.0,1920x1080,match_status:2,T,F,T,T,mobile,E6810
3385414,-5.0,149219.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,290.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,
3071237,-5.0,499061.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,559.0,507.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3113974,-5.0,221308.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,533.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3087039,-20.0,157989.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,484.0,507.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,T,mobile,
3440441,-5.0,91369.0,0.0,0.0,6.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,254.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
3075907,-5.0,34872.0,0.0,0.0,20.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,410.0,391.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
3007568,0.0,469518.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,266.0,507.0,,,,,,,,New,NotFound,,chrome 58.0 for android,,,,F,F,T,T,mobile,LG-D693n Build/LRX22G
3380019,-5.0,145285.0,0.0,0.0,-20.0,-32.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,469.0,595.0,,,,,,,,Found,Found,,firefox 59.0,,,,F,F,T,F,desktop,Windows
3284000,-5.0,100159.0,,,0.0,-5.0,,,,,100.0,NotFound,33.0,-480.0,New,NotFound,166.0,,352.0,222.0,,,,,,,,New,NotFound,iOS 11.2.5,mobile safari generic,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3014875,-5.0,153180.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,49.0,-360.0,Found,Found,166.0,,215.0,333.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,T,mobile,iOS Device
3197358,-20.0,306458.0,,,-8.0,-10.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
3408868,-5.0,23861.0,,,0.0,0.0,,,,,100.0,Found,52.0,-300.0,New,NotFound,166.0,,100.0,535.0,,,,,,,,New,NotFound,Windows 7,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3391773,-20.0,784867.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,254.0,507.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,F,F,mobile,SM-G610M Build/MMB29K
3012479,-5.0,404018.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,25.0,,Found,Found,225.0,,649.0,305.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,rv:57.0
3526404,-10.0,5307.0,0.0,0.0,6.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
3277574,-5.0,331637.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,563.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3307651,-10.0,86400.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
3018296,-25.0,56740.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,566.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
3210993,-20.0,505424.0,,,10.0,-29.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,266.0,563.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
3065609,-15.0,129399.0,0.0,0.0,5.0,-100.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,13.0,266.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
3120901,0.0,36511.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,13.0,193.0,333.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 61.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,MacOS
3271811,-5.0,151616.0,,,0.0,-100.0,,,,,100.0,NotFound,33.0,,New,NotFound,225.0,15.0,417.0,507.0,,,,,,,,New,NotFound,,chrome 64.0 for android,,,,F,F,T,F,mobile,M4
3112950,-10.0,595836.0,0.0,0.0,2.0,-34.0,12.0,-33.0,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,12.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,Android 5.1.1,chrome 52.0 for android,32.0,855x480,match_status:2,T,F,T,F,mobile,LG-K330
3057521,-40.0,240201.0,0.0,0.0,24.0,-32.0,,,0.0,0.0,100.0,NotFound,18.0,,Found,Found,225.0,13.0,417.0,507.0,,,,,,,,Found,Found,,chrome 59.0 for android,,,,F,F,T,T,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
