TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9
3103950,1,2262300,100.0,S,16314,400.0,150.0,mastercard,224.0,debit,330.0,87.0,,3.0,,gmail.com,4.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,13.0,2.0,0.0,27.0,4.0,53.0,53.0,,,,,,313.1666564941406,0.1666660010814666,,,,,,,,,,,,,,,
3030164,1,1035681,92.0,W,9375,536.0,150.0,visa,226.0,debit,420.0,87.0,20.0,,,,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,5.0,5.0,2.0,,,,,,,0.0,147.0,,,,147.0,T,T,T,M0,T,F,,,
3572829,1,15683886,100.0,S,15066,170.0,150.0,mastercard,102.0,credit,330.0,87.0,,,,gmail.com,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,12.0,1.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,
3163659,1,3850974,15.0,S,9002,453.0,150.0,visa,226.0,debit,272.0,87.0,,7.0,,yahoo.com,3.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,58.0,3.0,136.0,136.0,,,,,,23.54166603088379,0.5416659712791443,,,,,,,,,,,,,,,
3363083,1,9400711,92.0,W,11157,215.0,150.0,visa,226.0,debit,433.0,87.0,20.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,,0.0,3.0,0.0,,,,,3.0,3.0,,,,3.0,T,T,T,M0,T,F,F,F,T
3383990,1,10002755,26.706,C,2256,545.0,185.0,visa,226.0,credit,,,,,hotmail.com,hotmail.com,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,379.0,0.0,379.0,0.0,3.75,0.75,0.0,,379.0,,0.0,0.0,,,,M2,,,,,
3226162,1,5639021,11.238,C,4461,375.0,185.0,mastercard,224.0,debit,,,,,hotmail.com,hotmail.com,9.0,11.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,,,42.0,0.0,42.0,0.0,27.25,0.25,0.0,,42.0,0.0,421.0,0.0,,,,M2,,,,,
3434583,1,11396771,22.809,C,14276,177.0,185.0,mastercard,137.0,credit,,,,572.0,gmail.com,gmail.com,26.0,32.0,0.0,4.0,0.0,4.0,4.0,8.0,0.0,6.0,4.0,4.0,2.0,2.0,0.0,,,84.0,26.0,84.0,26.0,0.875,0.875,0.0,,84.0,,0.0,84.0,,,,M2,,,,,
3264116,1,6734015,87.0,W,10613,250.0,150.0,visa,226.0,debit,441.0,87.0,30.0,,gmail.com,,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,47.0,47.0,47.0,0.0,,,,,,0.0,496.0,,,,0.0,T,T,F,M0,T,F,,,
3563863,1,15349806,75.0,H,16478,555.0,204.0,visa,138.0,debit,204.0,87.0,,,anonymous.com,anonymous.com,8.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,21.625,0.625,,,,,,,,,,,,,,,
3476139,1,12759115,29.0,W,9500,321.0,150.0,visa,226.0,debit,330.0,87.0,1.0,,yahoo.com,,4.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,2.0,0.0,75.0,4.0,130.0,99.0,0.0,59.0,1.0,,,,,302.0,363.0,,,,509.0,T,T,T,M0,T,T,F,T,T
3544407,1,14751756,500.0,W,6816,464.0,150.0,visa,226.0,debit,177.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,15.0,15.0,0.0,15.0,0.0,,,,,15.0,0.0,,,,15.0,T,T,F,M0,T,F,F,T,T
3291636,1,7558574,325.0,W,13905,512.0,150.0,mastercard,117.0,debit,264.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,M1,F,F,,,
3199343,1,4922821,22.912,C,14276,177.0,185.0,mastercard,137.0,credit,,,,,hotmail.com,hotmail.com,33.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.9583330154418944,0.9583330154418944,0.0,,0.0,0.0,396.0,0.0,,,,M2,,,,,
3303622,1,7874716,28.76,C,6544,341.0,185.0,visa,226.0,credit,,,,,hotmail.com,hotmail.com,6.0,7.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.125,0.125,0.0,,0.0,0.0,0.0,0.0,,,,M2,,,,,
3458430,1,12170982,77.0,W,14079,360.0,150.0,mastercard,126.0,debit,387.0,87.0,4.0,,gmail.com,,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,,,1.0,1.0,,,,,153.0,153.0,,,,153.0,T,T,T,M0,T,F,T,T,T
3095919,1,2146852,15.0,S,9002,453.0,150.0,visa,226.0,debit,272.0,87.0,,7.0,,yahoo.com,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,48.0,2.0,116.0,116.0,,,,,,3.833333015441896,0.8333330154418945,,,,,,,,,,,,,,,
3408536,1,10682611,77.0,W,9500,321.0,150.0,visa,226.0,debit,330.0,87.0,1.0,,yahoo.com,,4.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,2.0,0.0,67.0,4.0,106.0,75.0,4.0,35.0,5.0,,,,,278.0,339.0,,,,485.0,T,T,T,M0,T,T,F,T,T
3432052,1,11315569,317.5,W,7069,111.0,150.0,mastercard,166.0,debit,325.0,87.0,,,gmail.com,,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,1.0,37.0,37.0,0.0,,,,,,,0.0,,,,,,,,,M0,F,F,,,
3353103,1,9082731,77.0,W,7508,321.0,150.0,visa,226.0,debit,220.0,87.0,1.0,,yahoo.com,,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,8.0,8.0,0.0,164.0,0.0,,,,,170.0,170.0,,,,170.0,T,T,T,M0,F,F,F,T,T
3364896,1,9464869,445.0,W,1906,445.0,150.0,mastercard,224.0,debit,325.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,24.0,24.0,0.0,25.0,14.0,,,,,25.0,,,,,25.0,,,,M0,T,F,,,
3357950,1,9230780,6.646,C,9633,130.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,27.0,,28.0,0.0,,0.0,,,,0.0,,0.0,0.0,,0.0,,,,M2,,,,,
3432633,1,11328911,27.973,C,8404,156.0,146.0,visa,226.0,credit,,,,0.0,gmail.com,gmail.com,342.0,633.0,0.0,88.0,0.0,88.0,88.0,122.0,0.0,116.0,137.0,137.0,18.0,13.0,9.0,8.0,2.0,,,,,66.08333587646484,0.0833330005407333,,,,,,,,,,M2,,,,,
3330429,1,8463184,117.0,W,12932,361.0,150.0,visa,226.0,debit,476.0,87.0,22.0,,gmail.com,,18.0,17.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,12.0,0.0,25.0,8.0,4.0,3.0,0.0,367.0,0.0,,,,,1.0,4.0,,,,134.0,T,T,F,M0,T,F,F,F,T
3443513,1,11666805,53.95,W,17188,321.0,150.0,visa,226.0,debit,299.0,87.0,123.0,,yahoo.com,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,1.0,74.0,74.0,0.0,,,,,,,74.0,,,,,,T,T,T,,,F,F,F,T
3198955,1,4916800,39.936,C,1976,545.0,185.0,visa,102.0,credit,,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,M0,,,,,
3552937,1,15007632,141.281,C,13832,375.0,185.0,mastercard,224.0,debit,,,,,anonymous.com,anonymous.com,338.0,651.0,0.0,97.0,0.0,97.0,97.0,126.0,0.0,108.0,149.0,149.0,10.0,9.0,0.0,,,0.0,0.0,0.0,0.0,0.6666659712791443,0.6666659712791443,0.0,,0.0,0.0,1.0,0.0,,,,M0,,,,,
3159454,1,3721668,37.545,C,3154,408.0,185.0,mastercard,224.0,debit,,,,7.0,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,,3.0416660308837886,0.0416660010814666,0.0,,0.0,0.0,0.0,0.0,,,,M2,,,,,
3506910,1,13645040,77.0,W,14426,111.0,150.0,mastercard,224.0,debit,272.0,87.0,1898.0,,gmail.com,,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.0,3.0,1.0,25.0,25.0,0.0,25.0,1.0,,,,,25.0,10.0,,,,25.0,T,F,F,M2,F,F,F,F,F
3442892,1,11655678,54.0,W,14649,548.0,150.0,visa,226.0,debit,441.0,87.0,86.0,,yahoo.com,,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,38.0,2.0,69.0,69.0,1.0,313.0,1.0,,,,,313.0,69.0,,,,69.0,T,T,T,M0,F,F,F,F,F
3467196,1,12486650,994.0,W,2616,327.0,150.0,discover,102.0,credit,330.0,87.0,9.0,,comcast.net,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,14.0,14.0,0.0,13.0,0.0,,,,,14.0,13.0,,,,13.0,T,T,T,M0,F,F,F,F,T
3463793,1,12342251,20.288,C,2256,545.0,185.0,visa,226.0,credit,,,,7.0,hotmail.com,hotmail.com,23.0,9.0,0.0,3.0,0.0,3.0,3.0,33.0,0.0,7.0,7.0,7.0,2.0,2.0,50.0,2.0,2.0,2.0,2.0,2.0,2.0,144.8333282470703,0.8333330154418945,0.0,,2.0,2.0,,55.0,,,,M2,,,,,
3060853,1,1632530,18.365,C,11201,103.0,185.0,visa,226.0,debit,,,,0.0,gmail.com,gmail.com,4.0,2.0,0.0,5.0,0.0,5.0,5.0,4.0,0.0,6.0,4.0,4.0,2.0,1.0,0.0,,,0.0,,0.0,,3.875,0.875,0.0,,0.0,3.0,0.0,4.0,,,,M2,,,,,
3385638,1,10042773,301.95,W,2616,327.0,150.0,discover,102.0,credit,330.0,87.0,1104.0,,gmail.com,,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,,,,2.0,2.0,,,,2.0,T,F,F,,,F,F,F,F
3522042,1,14083212,6.517,C,10175,176.0,185.0,visa,102.0,debit,,,,,gmail.com,gmail.com,39.0,97.0,0.0,17.0,0.0,17.0,17.0,92.0,0.0,29.0,38.0,38.0,28.0,4.0,133.0,,132.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,M2,,,,,
3236447,1,5946471,19.334,C,9026,545.0,185.0,visa,137.0,credit,,,,9.0,gmail.com,gmail.com,5.0,126.0,0.0,4.0,0.0,4.0,4.0,9.0,0.0,6.0,67.0,67.0,4.0,1.0,95.0,,0.0,151.0,0.0,151.0,0.0,91.79166412353516,0.7916659712791443,0.0,,151.0,92.0,,0.0,,,,M2,,,,,
3023259,1,879436,191.0,W,6394,225.0,150.0,mastercard,224.0,debit,123.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,M0,F,T,,,
3067416,1,1728970,69.112,C,9633,296.0,185.0,visa,138.0,debit,,,,,yahoo.com,yahoo.com,14.0,8.0,0.0,4.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,0.0,,,,M2,,,,,
3462553,1,12284948,186.0,W,7585,553.0,150.0,visa,226.0,credit,512.0,87.0,7.0,,,,4.0,7.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,0.0,4.0,1.0,17.0,4.0,0.0,0.0,0.0,,,,,,,64.0,84.0,,,,84.0,T,T,T,M1,T,,F,F,T
3056781,1,1561755,335.0,W,7676,512.0,150.0,visa,226.0,debit,512.0,87.0,5.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,,,,,0.0,0.0,,,,1.0,T,T,T,M0,T,T,,,
3063161,1,1657974,7.871,C,10568,204.0,185.0,visa,226.0,credit,,,,127.0,gmail.com,gmail.com,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,460.1666564941406,0.1666660010814666,0.0,,0.0,,0.0,0.0,,,,M0,,,,,
3499724,1,13415317,49.0,W,5287,553.0,150.0,visa,226.0,debit,512.0,87.0,7.0,,gmail.com,,4.0,8.0,0.0,0.0,2.0,11.0,0.0,0.0,3.0,0.0,4.0,1.0,22.0,4.0,116.0,68.0,0.0,97.0,0.0,,,,,90.0,97.0,,,,97.0,T,T,T,M1,T,T,F,F,T
3298337,1,7754156,150.0,R,17188,321.0,150.0,visa,226.0,debit,492.0,87.0,,,anonymous.com,gmail.com,4.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,518.7083129882811,0.7083330154418945,,,,,,,,,,,,,,,
3522672,1,14098420,35.966,C,5812,408.0,185.0,mastercard,224.0,debit,,,,9.0,gmail.com,gmail.com,2.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,1.0,85.0,85.0,28.0,84.0,30.0,84.0,30.0,15.166666030883787,0.1666660010814666,0.0,,84.0,0.0,0.0,84.0,,,,M2,,,,,
3222823,1,5587610,77.338,C,2256,545.0,185.0,visa,226.0,credit,,,,,gmail.com,gmail.com,40.0,49.0,0.0,10.0,0.0,10.0,10.0,17.0,0.0,4.0,17.0,17.0,1.0,0.0,0.0,,0.0,283.0,1.0,283.0,1.0,2.666666030883789,0.6666659712791443,0.0,,283.0,2.0,2.0,0.0,,,,M2,,,,,
2992799,1,182552,171.0,W,5300,225.0,150.0,mastercard,117.0,debit,194.0,87.0,1903.0,,,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,,,,,,,0.0,,,,,,T,F,F,M0,F,F,F,F,F
3021775,1,854955,60.0,W,2939,111.0,150.0,mastercard,102.0,credit,204.0,87.0,974.0,,gmail.com,,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,16.0,2.0,146.0,146.0,0.0,483.0,0.0,,,,,0.0,122.0,,,,39.0,T,T,T,M0,F,F,,,
3180366,1,4336297,7.229,C,14276,177.0,185.0,mastercard,137.0,credit,,,,76.0,outlook.com,outlook.com,8.0,14.0,0.0,5.0,0.0,5.0,5.0,2.0,0.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,0.0,7.0,4.0,7.0,4.0,7.166666030883789,0.1666660010814666,0.0,,7.0,7.0,0.0,4.0,,,,M2,,,,,
3242431,1,6116867,17.749,C,15063,,150.0,visa,226.0,credit,,,,478.0,anonymous.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,212.0,0.0,,,,M2,,,,,
3536845,1,14514068,554.0,W,8140,453.0,150.0,visa,226.0,debit,485.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,T,T,T,M0,F,T,,,
3326822,1,8367986,35.346,C,9026,545.0,185.0,visa,137.0,credit,,,,,gmail.com,gmail.com,3.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,M2,,,,,
3365770,1,9483390,445.0,W,1906,445.0,150.0,mastercard,224.0,debit,325.0,87.0,,,gmail.com,,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,24.0,24.0,0.0,25.0,0.0,,,,,25.0,,,,,25.0,,,,M0,T,F,,,
3163784,1,3855505,73.5,W,2939,111.0,150.0,mastercard,102.0,credit,204.0,87.0,,,gmail.com,,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,28.0,2.0,181.0,181.0,0.0,518.0,1.0,,,,,518.0,,,,,518.0,,,,M0,F,T,,,
3152855,1,3535250,38.944,C,4461,375.0,185.0,mastercard,224.0,debit,,,,,gmail.com,gmail.com,6.0,7.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,,,4.0,1.0,4.0,1.0,376.9166564941406,0.9166659712791444,0.0,,4.0,,1.0,0.0,,,,M2,,,,,
3157637,1,3690619,23.903,C,12616,490.0,150.0,visa,,credit,,,,,anonymous.com,anonymous.com,0.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,0.0,533.0,,,204.0,1.0,204.0,1.0,,,0.0,,204.0,,,0.0,,,,M2,,,,,
3498521,1,13384723,100.0,H,16075,514.0,150.0,mastercard,102.0,credit,299.0,87.0,,,gmail.com,yahoo.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,323.875,0.875,,,,,0.0,,,,,,,,,,
3127417,1,2868911,300.0,R,7492,555.0,150.0,mastercard,126.0,debit,485.0,87.0,,,anonymous.com,anonymous.com,3.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,19.16666603088379,0.1666660010814666,,,,,,,,,,,,,,,
3282902,1,7318247,59.0,W,11218,579.0,150.0,visa,226.0,debit,324.0,87.0,1.0,,aim.com,,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,11.0,1.0,9.0,7.0,1.0,253.0,1.0,,,,,8.0,9.0,,,,252.0,T,T,F,M0,T,F,,,
3017707,1,766770,50.0,H,12544,321.0,150.0,visa,226.0,debit,225.0,87.0,,,outlook.com,outlook.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,14.833333015441896,0.8333330154418945,,,,,,,,,,,,,,,
3304000,1,7894066,31.902,C,3611,500.0,185.0,mastercard,224.0,credit,,,,,gmail.com,gmail.com,8.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.3333329856395721,0.3333329856395721,0.0,,0.0,0.0,0.0,0.0,,,,M2,,,,,
3473451,1,12677992,54.84,C,2256,545.0,185.0,visa,226.0,credit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.7083330154418945,0.7083330154418945,0.0,,0.0,0.0,22.0,0.0,,,,M2,,,,,
3439582,1,11559524,111.279,C,10876,104.0,185.0,visa,137.0,credit,,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,,,0.0,,,,M2,,,,,
3489071,1,13160259,150.0,H,15066,170.0,150.0,mastercard,102.0,credit,325.0,87.0,,,gmail.com,,12.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,,,,,,,0.2916660010814667,0.2916660010814667,,,,,,,,,,,,,,,
3407456,1,10634897,58.004,C,10876,104.0,185.0,visa,137.0,credit,,,,,gmail.com,gmail.com,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,,0.0,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,,,M2,,,,,
3287929,1,7427968,59.0,W,16998,562.0,150.0,mastercard,219.0,credit,330.0,87.0,0.0,,,,14.0,17.0,0.0,0.0,4.0,9.0,0.0,0.0,6.0,0.0,6.0,1.0,79.0,12.0,122.0,122.0,0.0,,,,,,,185.0,213.0,,,,213.0,T,T,T,M0,F,T,T,T,T
3556510,1,15108154,59.39,C,9633,130.0,185.0,visa,138.0,debit,,,,,gmail.com,gmail.com,16.0,23.0,0.0,5.0,0.0,5.0,5.0,11.0,0.0,6.0,11.0,11.0,2.0,2.0,1.0,,0.0,1.0,0.0,1.0,0.0,,,0.0,,1.0,,,0.0,,,,M2,,,,,
3197646,1,4887051,171.0,W,8820,555.0,150.0,visa,226.0,credit,126.0,87.0,10.0,,anonymous.com,,5.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,18.0,5.0,31.0,31.0,0.0,488.0,0.0,,,,,488.0,263.0,,,,186.0,T,T,F,M0,T,F,,,
3460404,1,12240652,39.0,W,9500,321.0,150.0,visa,226.0,debit,330.0,87.0,1.0,,yahoo.com,,4.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,2.0,0.0,73.0,4.0,124.0,93.0,1.0,53.0,3.0,,,,,296.0,357.0,,,,503.0,T,T,T,M0,T,T,F,T,T
3230773,1,5784258,100.0,S,5680,161.0,150.0,mastercard,102.0,credit,123.0,87.0,,,,aol.com,2.0,2.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,9.0,2.0,5.0,5.0,,,,,,0.9166659712791444,0.9166659712791444,9.0,,,,,10.0,,,,,,,,,
3445217,1,11737456,35.966,C,13084,555.0,155.0,visa,,credit,,,,,gmail.com,gmail.com,8.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,298.8333435058594,0.8333330154418945,0.0,,0.0,0.0,2.0,0.0,,,,M2,,,,,
3383069,1,9960045,26.464,C,9917,142.0,185.0,visa,138.0,debit,,,,,hotmail.com,hotmail.com,32.0,24.0,0.0,2.0,0.0,2.0,2.0,12.0,0.0,8.0,21.0,21.0,3.0,1.0,0.0,,,1.0,0.0,1.0,0.0,2.25,0.25,0.0,,1.0,0.0,7.0,0.0,,,,M2,,,,,
