TransactionID,DeviceType,DeviceInfo,id_01,id_02,id_12
2997850,mobile,LG-TP450 Build/NRD90U,-40.0,181968.0,NotFound
2997941,desktop,,-5.0,296466.0,NotFound
2998384,desktop,Windows,-25.0,399472.0,NotFound
2998746,desktop,MacOS,-5.0,85550.0,NotFound
2999328,mobile,SM-G531H Build/LMY48B,-5.0,71433.0,NotFound
2999345,mobile,KFGIWI Build/LVY48F,0.0,132799.0,NotFound
2999583,mobile,iOS Device,-5.0,17345.0,NotFound
3000087,desktop,Windows,-5.0,30292.0,NotFound
3000506,desktop,rv:11.0,-5.0,71507.0,NotFound
3000954,desktop,Windows,-5.0,77653.0,Found
3001201,desktop,Windows,-5.0,72967.0,Found
3001941,desktop,Windows,-5.0,111977.0,Found
3002101,desktop,Windows,-5.0,43766.0,NotFound
3002525,desktop,Windows,-5.0,24754.0,NotFound
3002625,desktop,Windows,-5.0,178674.0,NotFound
3003603,desktop,,-5.0,304945.0,NotFound
3004000,desktop,MacOS,0.0,29551.0,NotFound
3004365,desktop,Windows,-45.0,60134.0,Found
3004612,desktop,,-5.0,108471.0,NotFound
3004648,desktop,Windows,-20.0,36466.0,NotFound
3004960,mobile,,-25.0,332198.0,NotFound
3005012,desktop,rv:11.0,0.0,283949.0,NotFound
3005675,desktop,Windows,-15.0,38199.0,NotFound
3005700,mobile,,-20.0,297660.0,NotFound
3005763,mobile,iOS Device,-5.0,75637.0,NotFound
3005787,desktop,Windows NT 6.1,0.0,110284.0,Found
3005818,desktop,Windows,-10.0,75592.0,NotFound
3006047,mobile,,-100.0,301062.0,NotFound
3006227,desktop,MacOS,0.0,40272.0,NotFound
3006618,desktop,Windows,-5.0,93589.0,NotFound
3007017,desktop,Windows,-10.0,103551.0,NotFound
3007026,desktop,Windows,-10.0,111312.0,NotFound
3007107,desktop,Windows,-5.0,11814.0,NotFound
3007413,desktop,Windows,-5.0,22495.0,Found
3007415,desktop,Windows,-5.0,7996.0,NotFound
3008039,mobile,LG-H542 Build/LRX22G,0.0,162338.0,NotFound
3008502,desktop,Windows,-5.0,24547.0,NotFound
3008644,mobile,,-20.0,142786.0,NotFound
3008699,mobile,iOS Device,-5.0,166702.0,NotFound
3008748,desktop,Windows,-10.0,16127.0,NotFound
3008983,desktop,MacOS,-5.0,12205.0,NotFound
3009017,desktop,Windows,-5.0,26454.0,NotFound
3009153,desktop,Windows,-5.0,288549.0,NotFound
3009160,desktop,Windows,-5.0,70661.0,Found
3009214,desktop,,-20.0,73535.0,NotFound
3009593,desktop,MacOS,0.0,38381.0,Found
3009798,desktop,Windows,-5.0,34719.0,NotFound
3010396,desktop,Windows,-5.0,922757.0,Found
3010787,mobile,iOS Device,-5.0,36686.0,NotFound
3010790,desktop,Windows,-5.0,133492.0,NotFound
3010902,desktop,Windows,-5.0,12081.0,NotFound
3011317,mobile,iOS Device,-5.0,151050.0,NotFound
3011674,mobile,,-60.0,119582.0,NotFound
3011734,mobile,,-100.0,315472.0,NotFound
3011938,desktop,Windows,-5.0,353869.0,NotFound
3011989,desktop,rv:11.0,0.0,117918.0,Found
3012023,desktop,Linux x86_64,0.0,3090.0,Found
3012072,,,-15.0,,Found
3012119,,,-15.0,,NotFound
3012383,desktop,Windows,-5.0,58265.0,NotFound
3012555,desktop,Windows,-5.0,82798.0,Found
3012762,desktop,rv:11.0,-5.0,186006.0,Found
3012778,desktop,,-5.0,184061.0,Found
3013060,mobile,SAMSUNG SM-G955U Build/NRD90M,0.0,132860.0,NotFound
3013584,desktop,MacOS,0.0,572968.0,NotFound
3013600,desktop,Windows,-5.0,27530.0,NotFound
3013927,desktop,Trident/7.0,-10.0,69709.0,Found
3013981,desktop,,-25.0,80435.0,NotFound
3014133,mobile,iOS Device,0.0,196365.0,NotFound
3014203,desktop,rv:11.0,0.0,87497.0,NotFound
3014228,mobile,,-25.0,418710.0,NotFound
3014610,desktop,Windows,-40.0,106874.0,NotFound
3014694,desktop,Windows,-5.0,90940.0,NotFound
3014733,desktop,rv:11.0,-10.0,208369.0,Found
3014751,desktop,,-35.0,116512.0,NotFound
3014823,mobile,SM-G920V Build/MMB29K,0.0,181796.0,NotFound
3015105,desktop,Windows,-5.0,60312.0,NotFound
3015300,mobile,iOS Device,0.0,48976.0,NotFound
3015425,desktop,MacOS,0.0,12857.0,NotFound
3015863,desktop,Windows,-5.0,133624.0,NotFound
3016039,mobile,iOS Device,0.0,83784.0,NotFound
3016454,desktop,Windows,-5.0,113910.0,NotFound
3016681,mobile,5054N,0.0,244577.0,NotFound
3016766,,,-15.0,,NotFound
3016887,mobile,SAMSUNG SM-G900A Build/MMB29M,0.0,133539.0,NotFound
3016947,desktop,Windows,-5.0,116328.0,NotFound
3016981,desktop,Trident/7.0,0.0,149295.0,NotFound
3017081,mobile,Ilium X710 Build/MRA58K,0.0,129367.0,NotFound
3017319,mobile,iOS Device,0.0,123438.0,NotFound
3017596,mobile,iOS Device,-5.0,74002.0,NotFound
3017664,desktop,Windows,-5.0,183962.0,NotFound
3017812,desktop,Windows,-10.0,300599.0,NotFound
3017921,desktop,Windows,-25.0,34818.0,NotFound
3018741,desktop,MacOS,-5.0,116606.0,NotFound
3018824,mobile,,-20.0,103315.0,NotFound
3018867,desktop,MacOS,-5.0,32846.0,NotFound
3018939,desktop,Windows,-5.0,113531.0,NotFound
3019055,desktop,MacOS,-5.0,186664.0,NotFound
3019086,desktop,Windows,-5.0,33858.0,NotFound
3019119,mobile,iOS Device,0.0,5046.0,Found
3019246,desktop,MacOS,0.0,26825.0,NotFound
3019390,desktop,Windows,-65.0,337754.0,NotFound
3019570,desktop,Windows,-5.0,86009.0,NotFound
3019586,mobile,iOS Device,-5.0,66405.0,Found
3019741,mobile,iOS Device,-5.0,309381.0,NotFound
3019904,mobile,iOS Device,-5.0,26788.0,NotFound
3020201,,,-15.0,,NotFound
3020251,desktop,Windows,-5.0,302441.0,NotFound
3020271,desktop,Windows,-5.0,86464.0,NotFound
3020349,desktop,Windows,-5.0,64535.0,Found
3020403,desktop,Windows,-5.0,205625.0,NotFound
3020478,mobile,,-25.0,108453.0,NotFound
3020736,mobile,iOS Device,-5.0,142946.0,NotFound
3020756,mobile,iOS Device,-25.0,75568.0,NotFound
3020873,mobile,iOS Device,-5.0,40972.0,Found
3020914,desktop,Windows,-5.0,16862.0,NotFound
3020933,mobile,iOS Device,-5.0,21662.0,NotFound
3021003,mobile,iOS Device,0.0,736578.0,NotFound
3021377,mobile,iOS Device,-10.0,492713.0,Found
3021719,mobile,iOS Device,0.0,76815.0,NotFound
3022156,desktop,MacOS,-5.0,60401.0,NotFound
3022237,desktop,Windows,-5.0,193626.0,NotFound
3022283,mobile,iOS Device,-5.0,52278.0,NotFound
3022650,desktop,,-5.0,91376.0,NotFound
3022689,mobile,iOS Device,0.0,47768.0,NotFound
3022727,desktop,Windows,-5.0,375109.0,NotFound
3022768,desktop,Windows,-45.0,13977.0,NotFound
3022888,desktop,Windows,-5.0,374530.0,NotFound
3023304,desktop,Windows,-25.0,121642.0,NotFound
3023387,desktop,Windows,-5.0,191901.0,NotFound
3023488,mobile,SM-N920V Build/NRD90M,0.0,165894.0,NotFound
3023522,mobile,SM-G935W8,0.0,230980.0,NotFound
3023649,desktop,Windows,-5.0,161156.0,NotFound
3023910,desktop,Windows,-20.0,254323.0,NotFound
3023988,desktop,Windows,-10.0,1622.0,Found
3024176,mobile,iOS Device,0.0,65969.0,NotFound
3024181,desktop,Windows,-5.0,66504.0,NotFound
3024201,desktop,Windows,-15.0,172821.0,NotFound
3024234,desktop,Windows,-5.0,29906.0,NotFound
3024435,mobile,,-30.0,81633.0,NotFound
3024572,desktop,Windows,-5.0,142211.0,NotFound
3024824,desktop,Trident/7.0,0.0,68036.0,NotFound
3024894,desktop,Windows,-5.0,35377.0,NotFound
3025001,desktop,Windows,-5.0,150248.0,NotFound
3025085,desktop,MacOS,-5.0,162692.0,NotFound
3025317,desktop,Windows,-30.0,337808.0,NotFound
3025781,mobile,SM-G950U Build/NRD90M,-5.0,149247.0,NotFound
3025939,mobile,SM-G955U Build/NRD90M,0.0,117180.0,NotFound
3026301,desktop,Windows,-5.0,148388.0,NotFound
3026509,desktop,Windows,-5.0,140301.0,NotFound
3026637,desktop,MacOS,0.0,24042.0,NotFound
3026646,mobile,iOS Device,-5.0,667961.0,Found
3026806,mobile,iOS Device,-5.0,54403.0,NotFound
3027098,desktop,Windows,-5.0,12389.0,NotFound
3027104,desktop,MacOS,-5.0,22328.0,NotFound
3027322,,,-15.0,,NotFound
3027511,mobile,SM-J111M Build/LMY47V,0.0,140547.0,NotFound
3027579,,,-15.0,,NotFound
3027631,desktop,Trident/7.0,0.0,95498.0,NotFound
3027644,desktop,MacOS,-5.0,117686.0,NotFound
3027666,desktop,Windows,-5.0,96805.0,NotFound
3027701,desktop,Windows,-5.0,76776.0,NotFound
3027723,desktop,Windows,-5.0,26206.0,NotFound
3027780,desktop,MacOS,-5.0,106094.0,NotFound
3027851,desktop,Windows,-5.0,206865.0,NotFound
3027935,desktop,Windows,-5.0,65951.0,NotFound
3028145,desktop,Windows,-5.0,161766.0,NotFound
3028357,desktop,Windows,-5.0,349157.0,NotFound
3028381,mobile,Moto G Play Build/MPIS24.241-15.3-7,0.0,171788.0,NotFound
3028432,mobile,iOS Device,-5.0,2954.0,Found
3028447,desktop,Windows,-5.0,154284.0,NotFound
3028935,desktop,Windows,-5.0,4234.0,NotFound
3028980,desktop,Windows,-5.0,191978.0,NotFound
3029025,desktop,Windows,-5.0,61166.0,NotFound
3029058,desktop,Trident/7.0,0.0,21753.0,NotFound
3029084,desktop,Windows,-5.0,63741.0,Found
3029200,desktop,Windows,-5.0,150470.0,NotFound
3029265,desktop,,-95.0,39132.0,NotFound
3029472,desktop,MacOS,0.0,44024.0,NotFound
3029715,desktop,MacOS,0.0,82366.0,NotFound
3029758,desktop,Trident/7.0,0.0,14894.0,Found
3030710,desktop,Windows,-5.0,228019.0,NotFound
3030900,mobile,SM-G930V Build/NRD90M,-5.0,89496.0,NotFound
3030919,mobile,,-20.0,434904.0,NotFound
3031072,desktop,Windows,-5.0,101396.0,NotFound
3031075,desktop,MacOS,-5.0,155462.0,NotFound
3031384,mobile,iOS Device,-5.0,206959.0,NotFound
3031550,desktop,Windows,-5.0,299259.0,Found
3031573,desktop,Trident/7.0,-5.0,33102.0,NotFound
3031636,desktop,rv:11.0,0.0,516218.0,NotFound
3031910,desktop,MacOS,-5.0,96973.0,Found
3031957,desktop,Trident/7.0,-5.0,59931.0,NotFound
3032260,desktop,Trident/7.0,-5.0,510694.0,NotFound
3032504,desktop,Windows,-5.0,72942.0,NotFound
3032602,desktop,Windows,-5.0,40461.0,NotFound
3032890,desktop,MacOS,0.0,19005.0,NotFound
3032979,desktop,Windows,-5.0,92311.0,NotFound
3033003,desktop,Windows,-5.0,96907.0,NotFound
3033156,mobile,,-20.0,654683.0,NotFound
3033175,desktop,Windows,-5.0,130125.0,NotFound
3033309,desktop,Windows,-5.0,131324.0,Found
3033364,desktop,Windows,-5.0,125347.0,NotFound
3033445,desktop,Windows,-5.0,101584.0,NotFound
3033540,mobile,iOS Device,-5.0,69724.0,NotFound
3033858,desktop,Trident/7.0,0.0,62041.0,NotFound
3033894,mobile,iOS Device,-5.0,33811.0,NotFound
3033967,desktop,Windows,-5.0,144663.0,NotFound
3033975,desktop,Trident/7.0,0.0,19730.0,NotFound
3033983,desktop,MacOS,-5.0,71978.0,NotFound
3034326,desktop,Windows,-5.0,147667.0,NotFound
3034453,desktop,Windows,-5.0,405800.0,NotFound
3035137,mobile,iOS Device,-5.0,42018.0,Found
3035247,desktop,Windows,-5.0,11843.0,NotFound
3035333,desktop,Windows,-5.0,103583.0,NotFound
3035340,mobile,,-20.0,167810.0,NotFound
3035402,mobile,,-20.0,320274.0,NotFound
3035442,desktop,Windows,-5.0,88964.0,NotFound
3035467,desktop,Windows,-10.0,105292.0,NotFound
3035946,desktop,MacOS,0.0,56318.0,Found
3035999,desktop,MacOS,-5.0,104656.0,NotFound
3036003,desktop,Windows,-5.0,81757.0,NotFound
3036064,desktop,Windows,-5.0,587521.0,NotFound
3036105,desktop,Windows,-5.0,93068.0,NotFound
3036137,desktop,Trident/7.0,0.0,11883.0,NotFound
3036171,desktop,Windows,-5.0,39088.0,NotFound
3036279,desktop,Trident/7.0,-5.0,89640.0,NotFound
3036345,mobile,iOS Device,-25.0,115696.0,Found
3036432,desktop,Windows,-10.0,69397.0,NotFound
3036433,desktop,Windows,-5.0,60623.0,NotFound
3036653,desktop,Windows,-5.0,86730.0,NotFound
3036818,,,-15.0,,NotFound
3036864,desktop,Windows,-5.0,28060.0,Found
3036971,desktop,MacOS,-5.0,94526.0,NotFound
3037187,desktop,rv:11.0,-25.0,169325.0,NotFound
3037282,desktop,MacOS,0.0,18791.0,NotFound
3037336,mobile,SM-G925T Build/NRD90M,0.0,930791.0,NotFound
3037433,mobile,iOS Device,-5.0,44329.0,NotFound
3037494,desktop,Windows,-5.0,102739.0,NotFound
3037517,desktop,Windows,-5.0,74474.0,NotFound
3037518,desktop,Windows,-100.0,20339.0,Found
3037582,desktop,rv:57.0,-5.0,86592.0,NotFound
3037782,desktop,MacOS,0.0,55985.0,NotFound
3037948,desktop,MacOS,-5.0,75778.0,NotFound
3038025,mobile,SM-G610M Build/MMB29K,0.0,105287.0,NotFound
3038284,mobile,WAS-LX3 Build/HUAWEIWAS-LX3,-40.0,165955.0,NotFound
3038582,desktop,Windows,-5.0,13534.0,Found
3038599,mobile,SM-G900V Build/MMB29M,0.0,114523.0,NotFound
3038637,desktop,Windows,-5.0,222774.0,NotFound
3038714,desktop,Trident/7.0,0.0,97743.0,NotFound
3038716,desktop,Windows,-5.0,67399.0,Found
3038726,mobile,LG-D693n Build/LRX22G,-15.0,341258.0,NotFound
3038846,,,-15.0,,NotFound
3038863,mobile,SAMSUNG SM-N920T Build/NRD90M,0.0,41772.0,NotFound
3038887,desktop,Windows,-5.0,202761.0,NotFound
3039038,mobile,iOS Device,-5.0,556627.0,NotFound
3039150,mobile,iOS Device,-5.0,99993.0,NotFound
3039183,mobile,iOS Device,-5.0,162998.0,NotFound
3039247,desktop,,-5.0,83811.0,NotFound
3039394,mobile,SM-G950F Build/NRD90M,0.0,316780.0,NotFound
3039418,desktop,MacOS,0.0,156683.0,NotFound
3039465,mobile,iOS Device,-5.0,74519.0,NotFound
3039527,mobile,rv:57.0,0.0,137213.0,NotFound
3039630,desktop,Trident/7.0,0.0,24580.0,NotFound
3039735,desktop,Windows,-5.0,22854.0,NotFound
3039757,desktop,MacOS,0.0,56098.0,NotFound
3039923,desktop,Trident/7.0,-15.0,66022.0,NotFound
3040128,desktop,Windows,-5.0,73025.0,Found
3040162,desktop,Trident/7.0,-5.0,43972.0,Found
3040404,desktop,,0.0,15087.0,NotFound
3040442,mobile,iOS Device,-25.0,131834.0,NotFound
3040587,desktop,Windows,-5.0,260683.0,NotFound
3040608,desktop,MacOS,0.0,33895.0,NotFound
3040892,mobile,iOS Device,-5.0,83887.0,Found
3040944,,,-15.0,,Found
3041007,desktop,Windows,-5.0,148717.0,NotFound
3041233,mobile,SAMSUNG SM-J730GM Build/NRD90M,0.0,154741.0,NotFound
3041340,desktop,MacOS,-5.0,94631.0,NotFound
3041482,desktop,MacOS,0.0,188738.0,NotFound
3041669,desktop,Windows,-20.0,203221.0,NotFound
3041735,desktop,Trident/7.0,-5.0,64533.0,NotFound
3041876,mobile,SM-T800 Build/MMB29K,-15.0,126309.0,NotFound
3041890,desktop,Trident/7.0,0.0,3088.0,NotFound
3042001,desktop,Windows,-5.0,3941.0,NotFound
3042621,desktop,Windows,-5.0,127080.0,NotFound
3042703,desktop,Windows,0.0,129279.0,NotFound
3042839,desktop,,-5.0,55995.0,NotFound
3042843,mobile,,-35.0,286102.0,NotFound
3042862,desktop,Windows,-25.0,295405.0,NotFound
3042944,mobile,SM-J320M Build/LMY47V,0.0,70508.0,NotFound
3043574,mobile,SM-N950U Build/NMF26X,-5.0,52746.0,NotFound
3044048,mobile,SM-J700M Build/MMB29K,0.0,122256.0,NotFound
3044073,desktop,,-10.0,90505.0,NotFound
3044188,mobile,,-25.0,89305.0,NotFound
3044236,mobile,,-20.0,153477.0,NotFound
3044299,desktop,Windows,-5.0,714470.0,NotFound
3044333,desktop,MacOS,0.0,123613.0,NotFound
3044589,mobile,SM-T810 Build/NRD90M,0.0,20759.0,NotFound
3044770,mobile,iOS Device,-5.0,173849.0,NotFound
3044792,desktop,Windows,-5.0,18935.0,NotFound
3044826,desktop,Trident/7.0,-5.0,93577.0,NotFound
3044917,desktop,MacOS,-5.0,97773.0,NotFound
3045040,desktop,,-5.0,148809.0,NotFound
3045153,desktop,Windows,-100.0,150447.0,NotFound
3045401,mobile,iOS Device,0.0,62094.0,Found
3045427,desktop,Windows,-5.0,87205.0,NotFound
3045925,desktop,Trident/7.0,0.0,211160.0,Found
3046299,desktop,Trident/7.0,-5.0,882955.0,NotFound
3046416,desktop,Windows,-5.0,9755.0,NotFound
3046733,desktop,MacOS,-5.0,52069.0,NotFound
3046747,desktop,Windows,-5.0,27697.0,NotFound
3046787,desktop,Windows,-5.0,136380.0,Found
3046838,desktop,Windows,-5.0,144167.0,NotFound
3047040,desktop,Windows,-5.0,174921.0,NotFound
3047164,desktop,Windows,-5.0,231998.0,NotFound
3047583,mobile,SM-G955U Build/NRD90M,-40.0,85611.0,Found
3047668,desktop,Trident/7.0,0.0,5322.0,NotFound
3047982,desktop,MacOS,0.0,23538.0,NotFound
3048042,desktop,Windows,-5.0,132682.0,NotFound
3048143,desktop,MacOS,-45.0,30723.0,NotFound
3048449,mobile,iOS Device,-25.0,72565.0,NotFound
3048496,desktop,Windows,-5.0,205855.0,Found
3048619,desktop,,-25.0,412364.0,NotFound
3048677,mobile,C2104,0.0,417699.0,NotFound
3048774,desktop,MacOS,-5.0,86054.0,NotFound
3048874,mobile,Hisense L675 Build/MRA58K,0.0,195215.0,NotFound
3048888,desktop,,-20.0,136974.0,Found
3048890,mobile,iOS Device,-5.0,106397.0,NotFound
3049022,mobile,iOS Device,-5.0,173176.0,NotFound
3049032,desktop,Windows,-5.0,282191.0,NotFound
3049188,mobile,iOS Device,-5.0,185449.0,NotFound
3049205,mobile,iOS Device,-5.0,49954.0,NotFound
3049320,mobile,iOS Device,-25.0,165038.0,NotFound
3049365,mobile,iOS Device,-5.0,78985.0,NotFound
3049573,desktop,MacOS,-10.0,86368.0,NotFound
3049600,mobile,iOS Device,-5.0,109548.0,NotFound
3049806,desktop,MacOS,-5.0,33755.0,NotFound
3049941,desktop,Windows,-5.0,144025.0,Found
3050408,desktop,,0.0,44862.0,NotFound
3050420,desktop,Windows,-5.0,19663.0,NotFound
3050538,desktop,Trident/7.0,-5.0,81123.0,NotFound
3050667,mobile,iOS Device,-25.0,65927.0,NotFound
3050737,desktop,rv:11.0,-5.0,139793.0,NotFound
3050930,mobile,iOS Device,-20.0,47108.0,NotFound
3051072,desktop,Windows,-5.0,115265.0,NotFound
3051147,desktop,rv:11.0,-5.0,239582.0,NotFound
3051223,mobile,GT-N5110,0.0,158753.0,NotFound
3051307,desktop,Windows,-10.0,208001.0,NotFound
3051456,desktop,Windows,-5.0,90312.0,NotFound
3051614,desktop,Windows,-5.0,118415.0,NotFound
3051743,mobile,iOS Device,-5.0,110464.0,NotFound
3051897,mobile,SM-G900I,-5.0,275391.0,NotFound
3051900,mobile,SAMSUNG,0.0,28794.0,NotFound
3052013,mobile,SM-G920F Build/NRD90M,-5.0,134943.0,NotFound
3052138,desktop,Windows,-25.0,327234.0,NotFound
3052168,desktop,Windows,-5.0,97550.0,NotFound
3052327,desktop,,0.0,38647.0,NotFound
3052902,mobile,,-25.0,252119.0,NotFound
3053160,desktop,Windows,-5.0,23728.0,NotFound
3053217,mobile,Pixel 2 XL Build/OPM1.171019.011,0.0,24754.0,NotFound
3053309,mobile,Pixel XL Build/OPM1.171019.011,0.0,146621.0,NotFound
3053318,desktop,,-5.0,313986.0,NotFound
3053544,desktop,Windows,-5.0,49091.0,NotFound
3053548,desktop,Windows,-5.0,62536.0,NotFound
3053583,mobile,,-25.0,381258.0,NotFound
3053600,desktop,Windows,-5.0,89534.0,NotFound
3053613,desktop,MacOS,0.0,41826.0,NotFound
3053766,desktop,Windows,-5.0,62276.0,NotFound
3053911,desktop,,-20.0,90004.0,NotFound
3053969,mobile,iOS Device,0.0,29264.0,NotFound
3054005,desktop,Windows,-5.0,95676.0,NotFound
3054121,mobile,SM-G955U Build/NRD90M,0.0,36514.0,NotFound
3054262,mobile,Moto G (5) Build/NPP25.137-72,0.0,180916.0,NotFound
3054408,desktop,Windows,-5.0,109497.0,NotFound
3054619,mobile,SM-N920T Build/NRD90M,0.0,169064.0,Found
3054729,desktop,,-5.0,152862.0,NotFound
3054942,desktop,Windows,-5.0,142368.0,NotFound
3054984,mobile,iOS Device,-45.0,109234.0,NotFound
3055068,mobile,,-20.0,133070.0,NotFound
3055092,desktop,Windows,-5.0,158455.0,NotFound
3055127,mobile,SAMSUNG-SM-G935A Build/NRD90M,0.0,154318.0,NotFound
3055523,desktop,Windows,-10.0,765416.0,Found
3055658,mobile,iOS Device,-5.0,45098.0,NotFound
3056241,desktop,Windows,-5.0,51923.0,NotFound
3056326,mobile,iOS Device,-5.0,319159.0,Found
3056345,mobile,iOS Device,-5.0,157951.0,NotFound
3056413,desktop,MacOS,-5.0,132982.0,NotFound
3056424,desktop,Windows,-5.0,68383.0,NotFound
3056575,mobile,Pixel XL Build/OPM1.171019.011,0.0,28057.0,NotFound
3056867,desktop,Windows,-5.0,37441.0,NotFound
3057082,desktop,MacOS,-40.0,6264.0,NotFound
3057135,desktop,Windows,-10.0,61370.0,NotFound
3057201,mobile,SM-G955U Build/NRD90M,0.0,197409.0,NotFound
3057281,desktop,Windows,-5.0,193069.0,Found
3057378,desktop,Windows,-15.0,57872.0,Found
3057457,desktop,Windows,-5.0,115263.0,NotFound
3057525,,,-15.0,,NotFound
3057586,mobile,iOS Device,-5.0,57433.0,NotFound
3057663,mobile,iOS Device,-5.0,37871.0,NotFound
3057691,desktop,Trident/7.0,0.0,289922.0,NotFound
3057720,mobile,,-25.0,254764.0,NotFound
3057879,desktop,MacOS,-5.0,77497.0,NotFound
3058012,desktop,Trident/7.0,-5.0,100929.0,NotFound
3058108,desktop,,-5.0,90150.0,NotFound
3058124,desktop,Trident/7.0,-5.0,178400.0,NotFound
3058315,desktop,MacOS,0.0,41965.0,NotFound
3058348,desktop,Windows NT 6.1,-7.0,75594.0,NotFound
3058577,desktop,Trident/7.0,-5.0,368830.0,NotFound
3058647,desktop,,0.0,104077.0,NotFound
3058659,mobile,iOS Device,-5.0,124595.0,NotFound
3058877,mobile,,-7.0,117681.0,Found
3058938,desktop,Trident/7.0,-5.0,77133.0,Found
3059078,desktop,Windows,-5.0,3731.0,NotFound
3059141,desktop,Trident/7.0,-5.0,118506.0,NotFound
3059156,desktop,Windows,-5.0,96808.0,NotFound
3059200,desktop,rv:11.0,-10.0,184687.0,NotFound
3059286,desktop,Windows,-5.0,243126.0,NotFound
3059301,desktop,Trident/7.0,-5.0,596579.0,NotFound
3059348,mobile,iOS Device,-5.0,142883.0,NotFound
3059485,desktop,Trident/7.0,-5.0,52651.0,NotFound
3059509,desktop,Windows,-5.0,276075.0,NotFound
3059566,mobile,iOS Device,-45.0,72095.0,NotFound
3059679,mobile,iOS Device,-5.0,155017.0,NotFound
3059759,desktop,Trident/7.0,-5.0,44533.0,NotFound
3059829,desktop,Windows,-5.0,90868.0,NotFound
3060051,mobile,,-20.0,207211.0,NotFound
3060173,desktop,,-5.0,239542.0,NotFound
3060289,desktop,Trident/7.0,0.0,66011.0,NotFound
3060520,desktop,Windows,-5.0,142997.0,NotFound
3060624,mobile,iOS Device,-25.0,99271.0,NotFound
3060781,mobile,iOS Device,-5.0,314748.0,NotFound
3060816,desktop,rv:11.0,-60.0,98168.0,NotFound
3060883,desktop,Windows,-5.0,21635.0,NotFound
3060895,desktop,Windows,-5.0,450227.0,NotFound
3060957,desktop,MacOS,-5.0,133028.0,NotFound
3061243,desktop,Windows,-5.0,29250.0,Found
3061331,desktop,Trident/7.0,-5.0,31317.0,NotFound
3061417,mobile,iOS Device,-5.0,98667.0,Found
3061461,desktop,Windows,-5.0,94145.0,NotFound
3061599,desktop,Trident/7.0,-5.0,45119.0,Found
3061978,desktop,Trident/7.0,0.0,107535.0,NotFound
3062033,desktop,Windows,-5.0,36430.0,Found
3062154,desktop,Windows,-5.0,65414.0,NotFound
3062193,desktop,Windows,-5.0,59517.0,NotFound
3062233,desktop,Windows,-5.0,100772.0,Found
3062447,mobile,,-20.0,293022.0,NotFound
3062652,,,-15.0,,NotFound
3062771,desktop,Windows,-5.0,57057.0,NotFound
3062806,desktop,Windows,-5.0,155701.0,NotFound
3063210,desktop,MacOS,-5.0,144591.0,Found
3063316,desktop,Windows,-5.0,212387.0,NotFound
3063404,mobile,KFSUWI Build/LVY48F,-5.0,62095.0,NotFound
3063558,desktop,Windows,-5.0,437447.0,NotFound
3063680,,,-15.0,,NotFound
3063726,desktop,Windows,-5.0,100804.0,NotFound
3064029,desktop,Windows,-5.0,147022.0,NotFound
3064116,desktop,Windows,-5.0,90875.0,NotFound
3064202,mobile,E5803 Build/32.4.A.1.54,0.0,173235.0,NotFound
