TransactionID,isFraud,TransactionAmt
3085629,0,39.0
3120461,0,16.324
3285276,0,150.0
3110640,0,150.0
3479040,0,225.0
3024621,0,47.95
3484199,0,35.95
3424756,0,49.0
3452078,0,100.0
3341477,1,445.0
3226864,0,100.0
3311508,0,59.0
3049822,0,772.0
3547992,0,125.0
3020271,0,50.0
3220154,0,22.48
3522090,0,226.0
3229115,0,66.462
3446130,0,34.183
3489321,0,49.0
3315496,0,226.0
3210694,0,97.0
3285718,0,117.0
3388943,1,42.294
3156626,0,117.0
3535046,0,44.5
3509457,0,108.95
3094201,0,117.0
3540498,0,92.95
3106857,0,22.795
3527823,0,108.5
3139478,0,47.95
3062806,0,5.618
3210024,0,25.437
3354223,0,50.0
3269385,0,51.0
3392224,0,117.0
3257408,0,50.0
3265506,0,100.0
3498638,0,57.95
3143848,0,67.279
3443936,0,51.348
3070822,0,100.0
3113368,0,57.95
2988472,0,59.0
3553573,0,335.0
3294817,0,36.252
3261745,0,125.0
3438213,0,117.0
3066087,0,550.0
3346419,0,57.95
3169682,0,724.0
3552256,0,97.0
3342684,0,226.0
3099288,0,250.0
3365518,0,117.0
3068301,0,107.95
3031636,0,50.0
3218426,0,21.933
3520120,0,25.95
3160127,0,445.0
3377949,0,131.0
3522302,0,24.961
3121699,0,117.0
3405217,1,73.954
3535106,0,226.0
3182377,0,171.0
3251283,0,85.546
3573031,0,49.0
3259203,0,59.0
3126348,0,97.0
3434833,0,309.95
3180555,0,400.0
3502653,0,25.0
3059337,0,57.95
3442815,0,57.95
3032986,0,171.0
3350429,0,30.0
2988210,0,150.0
3162796,0,59.0
3357320,0,35.95
3433553,0,54.0
3242121,0,57.95
3084235,0,45.707
3112610,0,84.652
3221502,0,107.95
3551870,0,7.413
3096139,0,35.95
3203264,0,57.95
3316301,0,49.0
3505718,0,117.0
3413775,0,47.95
3053911,0,39.936
3477108,0,1156.95
3520831,0,47.95
3065726,0,500.0
3254307,0,171.0
3473210,1,171.0
3255859,0,82.95
3284603,0,39.0
3198545,0,46.115
3346658,0,29.0
3102918,0,30.0
3312837,0,47.95
3409871,0,209.95
3354622,0,73.5
3448437,0,77.95
3412517,0,107.95
3485958,0,144.95
3416676,0,34.0
3027104,0,100.0
3187587,0,59.0
3161935,0,34.0
3498944,0,77.0
3138897,0,40.81
3488192,0,48.95
3090217,0,100.0
3569660,0,18.751
3234272,0,92.0
3015425,0,100.0
3129519,0,59.0
3079711,0,59.0
3160833,0,117.0
3515894,0,77.95
3025085,0,100.0
3212117,0,29.0
3500925,0,65.415
3198943,0,166.0
3552327,0,507.95
3397138,0,52.95
3397853,0,52.95
3005675,0,50.0
3319641,0,25.95
3152938,0,59.0
3151555,0,30.95
3540652,0,108.95
3044735,0,57.95
3222300,0,460.48
3517164,0,44.0
3005968,0,25.0
2989304,0,213.0
3072388,0,59.0
3029182,0,171.0
3177030,0,45.95
3371137,0,511.95
3284799,0,65.254
3485597,0,26.95
3096325,0,250.0
3200218,0,107.95
3035467,0,25.069
3266204,0,77.0
3022697,0,209.95
3353166,0,107.95
2993717,1,92.0
3412470,0,335.0
3388402,0,25.95
3130881,0,226.0
3011597,0,201.0
3444702,0,2489.36
3326802,0,97.0
3243712,0,54.015
3534193,0,67.95
3496241,0,280.0
3069963,0,36.5
3037639,0,41.0
3506218,0,39.0
3345333,0,33.714
3131530,0,117.0
3127393,0,57.95
3214521,0,35.95
3178963,0,24.5
3215502,0,470.0
3520648,0,106.053
3557483,0,59.0
3453227,0,607.95
3266815,0,226.0
3571799,0,92.0
3390375,0,50.95
3524526,0,25.822
3121213,0,39.0
3169863,0,426.2
2994650,0,82.95
3076026,0,300.0
3269935,0,117.0
3253180,0,25.0
3105895,0,47.95
3073016,0,226.0
3093942,0,59.0
3414712,0,226.0
3505518,0,59.0
3139554,0,534.0
3319152,0,335.0
3365629,0,81.95
3098561,0,100.0
3560820,0,107.95
3546906,0,52.381
3249400,0,59.0
3219856,0,32.868
3154029,0,11.427
3387392,0,171.0
3248370,0,50.0
3522680,0,23.239
3521618,0,107.95
3344232,0,39.95
3316863,0,92.0
2993107,0,9.063
3403304,0,387.29
3565865,0,35.95
3446878,0,57.95
3489657,0,21.58
3414593,0,335.0
3391935,0,335.0
3057525,0,150.0
3355511,0,117.0
3456685,0,57.95
3386554,0,59.0
3354446,0,205.487
3426438,0,210.95
3360005,0,50.0
3563461,0,39.0
3045427,0,150.0
3122610,0,4.315
3297093,0,117.0
3363222,0,59.0
3468009,0,47.95
3085493,0,100.0
3197310,0,47.95
3317603,0,98.95
3040481,0,226.0
3498308,0,46.417
3125860,0,292.5
3329938,0,42.113
3169395,0,35.95
3302854,0,19.97
3407227,0,37.702
3458085,0,47.95
3450281,0,226.0
3382253,0,300.0
3456751,0,52.873
3259400,0,201.0
3321108,0,18.126
3526973,0,117.0
3361408,0,54.99
3237099,0,226.0
3199517,0,39.0
3020349,0,75.0
3527726,0,59.0
3106006,0,350.0
3537399,0,105.131
3034714,0,82.95
2999893,0,146.0
3233712,0,117.0
3265902,0,25.0
3478085,0,160.5
3058877,0,30.0
3440212,0,29.0
3287069,0,112.95
3147049,0,55.0
3529163,0,95.95
3176451,0,22.271
3291558,0,39.0
3037773,0,47.95
3283722,0,59.0
3470593,0,29.0
3453544,0,117.0
3319331,0,175.0
3091455,0,29.0
3366818,0,92.0
3199819,0,97.0
3031093,0,25.95
3033175,0,100.0
3135075,0,90.627
3048677,0,65.296
3000950,0,300.0
3092110,0,87.95
3390106,0,27.672
3078245,0,29.0
3576167,0,107.95
3031072,0,50.0
3435867,0,35.0
3490626,0,39.0
3321867,0,27.25
3528481,0,335.0
3508499,0,57.95
3303584,0,107.95
2992234,1,83.742
3287968,0,280.0
3299244,0,159.95
3202098,0,25.95
3183867,0,57.95
3576714,0,261.95
3203262,1,12.809
3366941,0,117.0
3337590,0,49.0
3508873,0,43.95
3280602,0,29.0
3481795,0,50.0
3129081,0,201.0
3346032,0,49.0
3407149,0,311.95
3408836,0,59.0
3173969,0,56.5
3556331,0,29.95
3109032,0,100.0
3381545,0,42.95
3112864,0,35.95
3329950,0,226.0
3005763,0,25.0
3350214,0,11.0
3098053,0,15.0
3471418,0,150.0
3458518,0,34.0
3241215,0,67.95
3363544,0,68.95
3422184,0,20.0
3091373,0,125.0
3018864,0,226.0
3549665,0,56.0
3077122,0,41.393
3408380,0,994.0
3522501,0,0.878
3212149,0,34.95
3496414,0,57.95
3310377,0,107.95
3320689,0,71.658
3527090,0,50.0
3116130,0,54.0
3107774,0,97.95
3010767,0,40.0
3398402,0,24.41
3253422,0,49.0
3082356,0,545.89
2992323,0,29.0
3334846,0,209.95
3513615,0,67.95
3082067,0,140.95
3331276,0,21.268
3206312,1,11.963
3082848,0,50.0
3261551,0,18.95
3250463,0,35.95
3109666,0,111.936
3339956,0,117.0
3114252,0,28.217
3401318,0,117.0
3352166,0,335.0
3117087,0,67.95
3564160,0,15.0
3568381,0,120.563
3441511,0,294.95
3385445,0,117.0
3040587,0,21.163
3216805,0,270.58
3357990,0,59.0
3141023,0,141.0
3480494,0,39.0
3220899,0,226.0
3126678,0,58.95
3346640,0,1264.95
3493749,0,57.95
3166292,0,370.0
3241302,0,97.0
3269569,0,33.95
3306373,0,59.0
3083350,0,150.0
3348708,0,8.7
3060173,0,23.903
3500803,0,107.95
3001042,0,209.95
3002625,0,50.0
3287303,0,25.0
3572004,0,59.0
3565273,0,68.95
3242897,0,117.0
3112401,0,18.0
3226848,0,33.534
3089631,0,25.95
3483502,0,20.95
3032258,0,92.0
3345334,0,52.95
3466369,0,14.755
3200865,0,209.95
3436616,0,54.0
3338598,0,422.5
3159635,1,59.95
3281382,0,47.95
3040944,0,50.0
3333419,0,35.95
3149811,0,722.95
3464256,0,139.95
3250006,0,97.95
3350523,0,230.97
3542592,0,59.0
3012893,0,40.0
3149361,0,27.984
3044073,0,38.012
3027006,0,43.95
3115504,0,59.0
3146810,0,150.0
3014107,0,298.74
3190718,0,571.39
3378260,0,335.0
3094234,0,150.0
3064446,0,171.0
3191795,0,57.95
3152174,0,59.0
3569549,0,29.0
3560467,0,166.0
3270672,0,25.95
3556789,0,102.95
3320058,0,39.0
3359210,0,333.0
3264226,0,92.0
3308291,0,57.95
3447554,0,105.0
3468888,0,87.95
3369036,1,15.951
3127241,0,82.95
3365065,0,20.0
3181227,0,226.0
3279906,0,47.007
3045980,0,21.0
3266782,0,34.5
3316356,0,280.0
3226557,0,107.95
3493840,0,24.5
3564512,0,48.95
3009593,0,41.0
3340915,0,119.95
3206983,0,26.95
3414933,0,159.0
3467237,0,22.133
3094987,0,117.0
3326312,0,33.534
3256108,0,77.95
3237571,0,160.95
3012705,0,30.95
3369600,0,107.95
3466055,0,204.0
3234329,0,67.95
3321823,0,107.95
3394273,0,57.95
3512479,0,100.0
3557704,0,117.0
3184488,0,25.95
3153951,0,46.0
3257521,0,335.0
3533336,0,117.0
3182352,0,87.95
3202576,0,75.0
3190028,0,500.0
3013771,0,26.95
3370402,0,200.0
3414141,0,59.759
3357698,0,49.47
3443071,0,107.0
3361688,0,57.95
3500063,0,200.0
3437748,0,29.5
3071214,0,50.0
3310174,0,31.5
3278427,0,171.0
3487879,0,29.0
3414305,0,117.0
3006236,0,664.0
3331396,0,25.95
3337044,0,49.0
3524162,0,30.95
3536544,0,48.0
3443496,0,171.0
3359702,0,117.0
3008276,0,108.95
3131403,0,45.95
3094207,0,25.0
3345046,0,20.95
3449948,0,31.97
3483220,0,199.95
3467661,0,49.0
3052659,0,44.5
3391740,0,98.95
3100493,0,50.0
3173252,0,54.5
3335018,0,63.97
3243230,0,59.95
3282364,0,200.0
3546936,0,110.0
3440904,0,4.611
3553865,0,97.0
3302274,0,29.0
3054980,0,29.0
3130433,0,35.95
3333931,0,445.0
3255046,0,56.5
3449301,0,210.95
3111749,0,113.0
3071305,0,82.95
3463882,0,117.0
3513758,0,107.95
3424114,0,16.846
3548791,0,48.95
3084022,0,39.0
3079068,0,59.0
3511158,0,57.95
3223101,0,20.95
3304541,0,107.95
3022942,0,57.95
3452314,0,124.97
3574670,0,604.95
3039923,0,20.0
3022047,0,171.0
3288321,0,30.0
3478150,0,24.346
3081859,0,150.0
3054984,0,100.0
3353521,0,57.95
3103397,0,100.0
3412125,0,88.5
3323206,0,1897.95
3362666,0,54.5
3341856,0,100.0
3485461,0,33.875
3576348,0,161.0
3296276,0,54.0
3225525,0,97.5
3374996,0,54.0
3573583,0,18.113
3483398,0,40.085
3241411,0,134.95
3129329,0,50.371
3544525,0,994.0
3152807,0,21.046
3408444,0,100.0
3407637,0,159.95
3132353,0,57.95
3070722,0,250.0
3083607,0,108.31
3454996,0,226.0
3548722,0,58.95
3242781,0,21.63
3345621,0,39.0
3144937,0,32.881
3299007,0,115.0
3031519,0,166.0
3075352,0,100.0
3393721,0,117.0
3548348,0,75.0
3021566,0,57.95
3476448,0,39.962
3151607,0,59.0
3184955,0,29.0
3098732,0,108.5
3211967,0,80.0
3275063,0,30.996
3167205,0,35.95
3170272,0,59.0
3575797,0,40.95
3518758,0,107.95
3122241,1,27.984
3224355,0,29.0
3150442,0,9.5
3055927,0,103.97
3028935,0,200.0
3154757,0,57.95
3161061,0,200.0
3553660,0,30.864
3309910,0,30.95
3510804,0,17.214
3547158,0,226.0
3486078,0,59.0
3054022,0,311.95
3166541,0,465.0
3183889,1,70.135
3350035,0,32.446
3115117,0,59.0
3219820,0,47.0
3420575,0,269.95
3188752,0,30.95
3460357,0,29.818
3295849,0,31.418
3293424,0,57.95
3066856,0,200.0
3319029,0,30.0
3550088,0,100.0
3080835,0,117.0
3545273,0,49.0
3491224,0,117.0
3463791,0,59.0
3330679,0,17.159
3103312,1,120.681
3231345,0,159.95
3383504,0,55.345
3306362,0,57.95
3455301,0,29.0
3046734,0,87.0
3311651,0,210.95
3127758,0,992.0
3045934,0,2443.95
3167292,0,57.95
3345454,0,445.0
3331487,0,50.0
3338495,0,117.0
3551038,0,92.0
3372463,0,67.95
3450109,0,117.0
3396250,0,449.95
3061417,0,50.0
3275393,0,200.0
3290562,0,77.0
3483627,0,59.0
3462861,0,53.97
3119875,0,255.0
3285416,0,107.95
2997569,0,75.0
3102109,0,100.0
3339817,0,92.0
3394492,0,31.95
3128974,0,80.0
2999768,0,25.95
3074039,0,41.022
3365759,0,87.95
3315446,0,117.0
3068944,0,30.0
3280693,0,146.0
3362044,0,108.95
3183359,0,415.95
3528776,0,107.95
3227442,0,834.0
3548734,0,67.95
3020035,0,59.0
3051018,0,50.0
3092339,0,57.0
3358168,0,150.0
3451978,0,59.0
3251274,0,57.96
3103920,0,85.118
3450931,0,107.95
3429963,0,309.95
3081225,0,100.0
3536815,0,115.0
3280273,0,59.95
3114077,0,67.628
3007555,0,25.0
3461952,0,34.0
3289931,0,117.0
3004450,0,25.95
3001376,0,25.95
3414029,0,864.0
3494572,0,102.0
3548244,0,26.0
3068612,0,370.0
3278757,0,49.0
3275133,0,39.0
3421246,0,58.95
3319378,0,176.426
3197022,0,42.95
3349026,0,15.95
3313073,0,171.0
3048619,0,25.652
3143961,0,117.0
3053766,0,45.0
3160401,0,1135.15
3252922,0,48.759
3433181,0,49.0
3069208,0,50.0
3344375,0,59.0
3176748,0,42.95
3236272,0,34.0
3048449,0,25.0
3183439,0,159.95
3027780,0,200.0
3357552,0,117.0
3005437,0,77.0
3508234,0,209.95
3330102,0,29.99
3062652,0,25.0
3536498,0,33.261
3505540,0,125.0
3420953,0,108.95
3082475,0,189.95
3302980,0,59.0
3174600,0,49.0
3156688,0,47.95
3381113,0,1597.95
3330081,0,226.0
3347857,0,87.95
3549960,0,57.95
3368513,0,59.0
3135062,0,49.0
3235224,0,152.99
3093413,0,61.04
3058124,0,150.0
3101101,0,107.95
3145873,0,664.0
2994925,0,40.0
3342828,0,49.0
3064387,0,128.027
3106281,0,100.0
3518794,0,49.0
2999775,0,50.0
3475356,0,50.0
3506741,0,468.36
3153919,0,54.47
3320674,0,47.95
3089177,0,103.97
3007451,0,130.5
3025001,0,48.463
3311088,0,107.95
3056345,1,500.0
3323053,0,226.0
3434999,0,77.95
3554247,0,52.319
3473003,0,280.0
3334273,0,146.0
3052013,0,36.846
3553782,0,74.95
3278468,0,206.0
3212582,0,108.95
3326865,0,77.95
3557136,0,15.95
3281726,0,199.95
3275456,0,424.95
3261955,0,55.0
3512647,0,166.0
3101250,0,24.0
3405969,0,161.0
3020251,0,5.565
3522563,0,107.95
3515298,0,35.95
3372276,0,83.97
3020914,0,150.0
3557111,0,335.0
3082771,0,150.0
3433195,0,75.0
2990157,0,57.95
3260940,0,259.95
3508740,0,77.0
3085265,0,171.0
3329634,0,47.007
3329630,0,57.95
3362167,0,47.95
3245739,0,105.0
3067307,0,50.0
3358759,0,14.138
3333453,0,82.95
3532886,0,107.95
3476445,0,360.0
3361294,0,49.0
3246262,0,107.95
3337876,0,554.0
3071285,0,554.0
3569652,0,92.0
3475538,0,113.01
2998954,0,311.95
3461532,0,77.0
3094259,0,100.0
3252309,0,30.95
3515130,0,39.0
3385257,0,1104.0
3310407,0,1065.47
3203832,0,47.95
3289330,0,39.817
3537627,0,226.0
3532737,0,49.0
3360725,0,59.0
3166575,0,34.105
3251150,0,33.534
3368974,1,445.0
3112689,0,161.0
3318785,0,255.0
3411845,0,117.0
3311431,0,53.5
3366756,0,39.0
3008699,0,100.0
3416911,0,45.95
3245170,1,74.682
3085337,0,100.0
3035247,0,25.0
3038284,1,26.585
3401997,0,53.95
3332525,0,308.5
3217366,0,100.0
3331793,0,49.0
3272118,0,108.5
3534614,0,100.0
3096249,0,100.0
3100415,0,150.0
3576570,0,108.5
3163431,0,34.0
3422918,0,13.772
3266357,0,117.0
3471717,0,35.95
3328490,0,57.95
3032602,0,100.0
3419099,0,120.95
3337009,0,141.0
3161581,0,77.0
3110587,1,250.0
3228572,0,59.0
2991759,0,57.95
3124842,0,30.95
3329848,0,226.0
3151627,0,97.0
3196478,0,117.0
3205340,0,44.0
3308652,0,280.0
3451786,0,92.0
3449136,0,73.0
3506730,0,117.0
3142095,0,29.99
3369937,0,107.95
3437090,0,67.95
3569039,0,117.0
3577115,0,59.0
3337928,0,44.5
3224317,0,226.0
3051956,0,83.0
3260803,0,100.0
3500652,0,250.0
3005387,0,311.95
3023910,0,18.19
3330542,0,15.95
3361287,0,270.0
3180808,0,107.95
3382989,0,59.0
3305817,0,107.95
3153184,0,25.95
3548893,0,53.95
3395189,0,107.95
3515665,0,117.0
3121953,0,117.0
3003460,0,300.0
