TransactionID,isFraud,TransactionDT,TransactionAmt,card1,card2,addr1,dist1,C1,C2,C3,C4,C5,C6,V1,V2,V3,V4,V5,ProductCD,card4,card6
2987023,0,7097484,31.35,4876,217.0,392.0,2865.0,5.0,1.0,1.0,,0.0,8.0,1.317744848201908,,,,0.6779617744148256,S,mastercard,debit
2987024,0,12406477,562.82,6920,301.0,145.0,2878.0,3.0,0.0,1.0,,2.0,7.0,1.5234086320395976,0.26964149566508167,,,1.8151037924667441,W,visa,debit
2987025,0,6879231,85.14,11659,297.0,140.0,3208.0,6.0,1.0,,,2.0,10.0,,,0.720505637332298,,,W,visa,credit
2987026,0,8183942,35.14,4540,148.0,418.0,,2.0,1.0,0.0,2.0,2.0,,,1.9784680348149042,,0.6888829939973111,1.4259299277324706,R,discover,debit
2987027,1,11371582,190.18,13292,478.0,,3560.0,,4.0,0.0,6.0,3.0,0.0,1.9938433836192968,1.1356562776475203,,1.4031230442362672,1.1016620388333453,W,discover,credit
2987028,0,13622156,90.44,9768,357.0,,1433.0,4.0,2.0,0.0,5.0,0.0,10.0,,0.36888476652497704,1.8436218576134942,,1.008964610480262,W,mastercard,credit
2987029,0,10626821,87.73,12506,381.0,267.0,,1.0,4.0,,6.0,0.0,1.0,0.8308993018582447,,0.6890331304497932,1.3530865065213866,1.045162734167186,C,american express,credit
2987030,0,6472576,81.19,12044,232.0,282.0,2270.0,7.0,,0.0,6.0,0.0,4.0,1.385525876882613,,1.9451203267403767,,1.3056372153120586,W,visa,debit
2987031,0,12082292,118.3,12317,124.0,336.0,,4.0,2.0,1.0,,,12.0,0.07777134250793605,,,,,W,american express,debit
2987032,0,12348400,109.35,2623,419.0,168.0,,5.0,3.0,1.0,1.0,2.0,1.0,,1.2054293526117583,,,0.656176667716726,W,mastercard,debit
2987033,0,3347905,27.71,11265,433.0,240.0,2416.0,9.0,0.0,0.0,4.0,1.0,0.0,0.6966775205930578,,,0.9415800136418326,0.6774896037118314,W,mastercard,credit
2987034,0,11025062,294.84,8198,177.0,,2666.0,3.0,3.0,0.0,6.0,1.0,,0.929151546445576,1.7978607756613263,,0.810243853347751,1.4212934707270213,W,visa,debit
2987035,0,11745500,263.78,8242,268.0,,,1.0,4.0,1.0,3.0,2.0,1.0,0.7532139265190239,1.9272591736589322,0.02322154128125642,,1.6798112505604774,W,mastercard,credit
2987036,0,4832604,103.62,12108,402.0,193.0,2416.0,8.0,0.0,1.0,6.0,0.0,9.0,1.3401089828139563,,,1.598702461162255,1.628629503954554,W,mastercard,credit
2987037,0,4744033,56.31,6965,,,2368.0,6.0,4.0,1.0,3.0,1.0,8.0,1.5391659015396368,,1.3712344910373508,,0.36179158540277445,W,discover,debit
2987038,0,10686407,57.09,4245,283.0,346.0,,,2.0,0.0,,3.0,1.0,0.7317791412790007,,0.03311079834080277,0.1726815361530205,,R,mastercard,debit
2987039,0,87377,42.14,13712,306.0,204.0,1857.0,6.0,0.0,0.0,3.0,3.0,5.0,,0.4594840397931268,,1.2354358064332909,,H,american express,debit
2987040,0,4654200,46.73,8805,272.0,323.0,3182.0,5.0,1.0,,2.0,0.0,7.0,0.18895793572406294,,0.663401945768213,1.1914611149734027,,H,american express,debit
2987041,0,10143690,9.49,7172,121.0,328.0,1496.0,6.0,3.0,0.0,0.0,2.0,2.0,0.380252773978458,1.9768765928299605,,,0.3207989294507789,S,discover,debit
2987042,0,7231406,185.71,1319,151.0,396.0,2707.0,9.0,2.0,0.0,5.0,1.0,9.0,1.424944315623932,1.4294335848721926,0.657457743162372,,1.0218885742154709,S,american express,debit
2987043,0,271902,140.04,11982,258.0,363.0,2371.0,7.0,5.0,0.0,4.0,0.0,12.0,,,0.012019676211556751,,0.6987820104565041,S,visa,debit
2987044,0,2086706,14.28,5786,281.0,210.0,,2.0,3.0,0.0,4.0,2.0,10.0,1.3318203513220466,1.5892544886493518,0.7738159801683195,,1.8157380010733224,W,american express,credit
2987045,0,1627331,111.27,12616,499.0,350.0,1965.0,6.0,3.0,1.0,,3.0,10.0,,,,,1.064568721508241,C,mastercard,credit
2987046,0,8432942,54.26,7508,361.0,102.0,,0.0,0.0,1.0,6.0,3.0,0.0,0.18886863845619462,,,,1.4268571490000865,C,visa,debit
2987047,0,733186,46.56,12339,459.0,292.0,,7.0,3.0,0.0,3.0,2.0,9.0,,,,,,W,discover,debit
2987048,0,12078765,80.99,8307,154.0,192.0,2924.0,7.0,4.0,0.0,6.0,1.0,0.0,1.3052286659165546,0.09646229141584595,,1.2468125043317637,1.7709795627738956,C,american express,debit
2987049,0,9621300,13.54,8351,485.0,410.0,2286.0,7.0,5.0,0.0,,3.0,8.0,0.32741651465754273,1.822822953651951,0.570113818091309,,,H,american express,debit
2987050,0,8014374,54.11,10478,130.0,153.0,,5.0,3.0,0.0,1.0,1.0,7.0,1.7524749409993337,,,,0.14089740881130575,C,mastercard,debit
2987051,1,3355374,178.13,17901,,445.0,3213.0,9.0,3.0,1.0,7.0,4.0,9.0,1.542433186415773,1.9603046348626956,,,1.9389226294143795,S,visa,debit
2987052,0,3010907,58.23,12450,180.0,277.0,3191.0,9.0,1.0,0.0,6.0,1.0,11.0,,1.7662734237057969,,,,C,discover,credit
2987053,0,12810312,18.28,14391,129.0,295.0,3031.0,,,0.0,1.0,,0.0,,1.5374936696280022,1.773547465617731,0.543609672067098,1.7230985631413884,C,mastercard,debit
2987054,0,9768925,78.06,11007,396.0,,2172.0,1.0,4.0,0.0,5.0,3.0,14.0,0.8935417598191164,0.6926789403402385,,,,H,american express,credit
2987055,0,5689234,127.47,1982,495.0,109.0,,1.0,4.0,1.0,7.0,,14.0,,1.3216746990471695,,0.35740499584570107,,W,discover,credit
2987056,0,3376353,75.63,1290,173.0,144.0,1473.0,8.0,2.0,0.0,2.0,1.0,9.0,1.432322383376759,0.24208960253468836,0.5974055061603154,,0.4339683806956176,W,american express,credit
2987057,0,5356990,45.45,3927,423.0,446.0,,7.0,3.0,1.0,4.0,2.0,9.0,1.5416055694120068,0.7689266402343449,,,1.300022910523892,W,mastercard,credit
2987058,0,4824405,469.3,4946,,394.0,,1.0,2.0,1.0,0.0,1.0,7.0,0.33688300520407677,1.1612263141434138,1.8020465990378116,,0.45170971580811003,W,american express,credit
2987059,0,8181376,26.06,8929,181.0,432.0,603.0,7.0,,0.0,5.0,3.0,6.0,0.0027505704401067366,1.9947987344983786,,0.12700935366895916,1.7229773167110034,W,visa,debit
2987060,0,4242210,101.37,13489,421.0,422.0,2398.0,7.0,3.0,0.0,6.0,0.0,14.0,,,,,,W,visa,debit
2987061,0,12273698,66.33,5917,359.0,,,2.0,,1.0,,0.0,3.0,1.0326448014699192,,,,0.3704979485928206,S,american express,debit
2987062,0,996680,273.1,11962,,349.0,,,5.0,,7.0,2.0,5.0,,1.5951799528535031,,,,H,visa,credit
2987063,0,11037057,74.4,6029,455.0,349.0,2052.0,5.0,1.0,1.0,3.0,2.0,13.0,1.4124050031656332,,0.25822864426651915,,,H,mastercard,debit
2987064,0,185631,88.32,14057,236.0,307.0,2992.0,1.0,2.0,0.0,0.0,2.0,13.0,1.3888065824571576,1.1807866806868272,1.64900664876811,,1.5469952546401258,H,discover,debit
2987065,0,3334246,81.82,9205,245.0,440.0,,2.0,3.0,,5.0,0.0,2.0,,1.7691427521502627,,,1.1934796723379097,W,mastercard,credit
2987066,0,14831787,23.41,6315,379.0,,,1.0,3.0,0.0,1.0,2.0,14.0,1.9315435033114738,1.464621450639978,,,0.298372784753107,S,american express,credit
2987067,0,12092351,27.25,13410,198.0,190.0,778.0,8.0,3.0,1.0,4.0,3.0,4.0,1.13827523910919,,1.302439154766433,,0.8111246291892282,H,mastercard,credit
2987068,1,15535953,118.15,16351,493.0,566.0,4607.0,12.0,5.0,0.0,6.0,3.0,1.0,1.3764390146166177,1.2232331937042709,0.750645164560579,,1.9116791631175132,S,mastercard,debit
2987069,0,8055837,117.44,4778,334.0,402.0,,2.0,5.0,1.0,5.0,3.0,2.0,0.2724394449117782,,1.3967641010901632,,,H,visa,debit
2987070,0,2252426,65.79,9049,,201.0,,6.0,0.0,1.0,,3.0,8.0,1.57392431840023,1.5556363765884202,,,1.8008587850783837,W,american express,credit
2987071,0,15613081,46.28,9366,380.0,404.0,,6.0,3.0,1.0,0.0,1.0,11.0,0.34362889469037916,0.20583455734312195,,,1.2611230036545442,W,visa,debit
2987072,0,12038113,163.65,8304,382.0,,1913.0,5.0,0.0,0.0,5.0,0.0,,1.4534072421753466,0.6371060839732166,,,1.832059684314574,H,discover,debit
2987073,0,8213089,11.18,8310,482.0,369.0,,2.0,1.0,,6.0,,9.0,0.2375763456654667,,,,,W,mastercard,debit
2987074,0,12167859,19.36,14589,258.0,228.0,2771.0,0.0,2.0,0.0,6.0,0.0,11.0,,,,,1.8714953010360509,W,mastercard,credit
2987075,0,4586516,7.41,9953,162.0,,,,3.0,0.0,5.0,0.0,11.0,0.6342082469634236,,0.24940930941240858,,1.561979715209143,W,mastercard,debit
2987076,0,12495521,143.54,7704,481.0,275.0,1788.0,0.0,5.0,1.0,6.0,1.0,5.0,,,,1.1647002565210092,1.1334974255860781,C,discover,debit
2987077,0,12055151,50.53,13033,197.0,348.0,,,,1.0,2.0,3.0,1.0,,1.2157406766248355,,,1.703209145619925,H,discover,credit
2987078,0,2270330,118.28,8868,167.0,,,6.0,1.0,,2.0,3.0,13.0,,1.0752816486867989,0.8812860234845334,1.5290612628063094,0.8411157009896766,W,american express,debit
2987079,0,546988,50.03,13879,410.0,263.0,2976.0,2.0,4.0,0.0,5.0,1.0,7.0,,1.4217335068330537,1.595105913055918,0.6538979976498456,0.33714191757423384,W,american express,debit
2987080,0,13397327,123.79,11117,333.0,103.0,,1.0,5.0,1.0,0.0,1.0,5.0,,1.9730792802099923,1.5479042439459287,,1.0759123811836537,W,visa,credit
2987081,0,11481042,49.33,5133,199.0,341.0,,6.0,,0.0,5.0,,6.0,0.5378724454579284,,,,,W,mastercard,credit
2987082,0,4701116,75.79,10733,172.0,396.0,1951.0,5.0,0.0,0.0,1.0,0.0,2.0,1.424974690631366,,,,1.703925692972978,H,visa,credit
2987083,0,8627755,67.41,11169,151.0,137.0,,5.0,2.0,1.0,6.0,,6.0,,,,,1.7611707721453378,W,discover,debit
2987084,1,551408,228.03,9276,373.0,488.0,3314.0,12.0,5.0,0.0,6.0,4.0,14.0,1.024415166479017,1.7281770696833345,,,1.3787561791648417,C,discover,credit
2987085,0,2848428,210.14,8100,494.0,265.0,1202.0,3.0,,1.0,4.0,3.0,8.0,1.6753680591608398,,,,,C,american express,debit
2987086,0,1478124,14.89,4907,176.0,325.0,1700.0,1.0,1.0,0.0,7.0,1.0,8.0,0.4375550699984727,,,1.1998632722924076,0.37715667162827904,W,american express,credit
2987087,0,465419,51.69,9530,453.0,344.0,1901.0,0.0,2.0,1.0,0.0,,4.0,1.2938897675914443,,0.887603306858266,,0.663195031616659,H,discover,credit
2987088,0,2250938,63.97,1591,258.0,165.0,,2.0,3.0,1.0,0.0,3.0,4.0,0.5711876260276045,1.1983769418313455,0.5270776736970062,1.256208828977776,,H,visa,debit
2987089,0,818870,56.75,2735,371.0,198.0,,7.0,0.0,,4.0,1.0,,,1.920335820073811,0.19871230513680338,,1.6608844003764083,W,mastercard,credit
2987090,0,14925710,39.71,7085,345.0,205.0,,9.0,3.0,1.0,3.0,2.0,,1.0952954457528443,,,,1.645451871835282,W,discover,debit
2987091,0,1372479,35.6,10198,181.0,298.0,,9.0,4.0,1.0,0.0,,1.0,,,,,1.44932864466377,H,american express,debit
2987092,0,2153261,185.68,9305,,377.0,,1.0,5.0,1.0,6.0,1.0,7.0,,1.6082028507075932,1.8500676530060407,,0.21513299068877179,W,visa,credit
2987093,0,7755721,51.59,9783,459.0,121.0,1922.0,1.0,2.0,0.0,1.0,3.0,3.0,0.33970205522442787,,1.5824853352111663,,,W,mastercard,debit
2987094,0,9548789,383.89,6173,147.0,442.0,104.0,4.0,4.0,1.0,0.0,0.0,3.0,0.48151528830252577,0.24664678188097588,,,0.8792498673856244,H,mastercard,debit
2987095,0,11213007,83.31,3055,429.0,357.0,1240.0,8.0,,1.0,6.0,1.0,7.0,,1.2807462438089043,,,1.4374348242859,W,mastercard,credit
2987096,0,1618480,43.31,8861,343.0,368.0,174.0,,5.0,0.0,6.0,0.0,1.0,,1.5773472306968337,,,0.03468936962828906,W,visa,credit
2987097,0,2190408,84.96,7376,389.0,,2271.0,5.0,1.0,0.0,2.0,1.0,,,1.2974812544126906,0.38284603088647495,,1.5926582196690546,W,discover,credit
2987098,0,343597,59.57,2127,213.0,384.0,,,3.0,,0.0,1.0,7.0,0.10646347826838554,1.289715541846481,0.8197269198203458,,1.835648208031401,S,discover,credit
2987099,0,2586153,159.75,6628,376.0,414.0,70.0,7.0,5.0,,4.0,0.0,,1.2132461280544486,,,,0.12484999838440003,W,american express,credit
2987100,0,3090737,21.45,7739,212.0,220.0,,,1.0,1.0,0.0,2.0,5.0,,1.7053978069536613,0.949934359551101,,0.20173035808473383,C,american express,credit
2987101,0,12886729,12.92,7180,174.0,155.0,,9.0,4.0,0.0,1.0,1.0,6.0,,1.1730847439745002,,0.37329879063656923,0.20854452941337098,H,visa,credit
2987102,0,9377930,72.88,9578,349.0,346.0,56.0,6.0,4.0,0.0,4.0,3.0,13.0,1.445849022250302,1.4763568771781557,,,,C,mastercard,credit
2987103,0,3670433,106.54,2302,169.0,,1189.0,4.0,1.0,0.0,0.0,1.0,,,0.52878898582789,,,1.040493303637824,H,discover,debit
2987104,0,1942201,68.63,10840,,115.0,,5.0,5.0,1.0,3.0,2.0,5.0,0.5568589659109888,1.1855068554425976,1.6994758630041291,,1.0635643090185682,C,discover,debit
2987105,0,13104955,93.5,5555,499.0,102.0,1139.0,1.0,0.0,0.0,7.0,0.0,11.0,,0.28180254437694985,1.6041921742228837,1.1975604171304028,1.4467571388396956,W,american express,credit
2987106,0,11300684,83.13,9443,342.0,275.0,953.0,8.0,5.0,1.0,4.0,0.0,14.0,1.6668948436110165,1.6614898417085935,,,1.7859004600665869,W,discover,credit
2987107,0,1580954,16.7,11371,109.0,332.0,1163.0,9.0,3.0,0.0,5.0,2.0,6.0,,1.8223400777284129,,1.3926642299377474,1.5497097018207455,W,american express,credit
2987108,0,8880551,68.37,6104,359.0,192.0,,1.0,0.0,0.0,0.0,2.0,4.0,,0.27909348088209907,,0.39095197531876535,,H,discover,credit
2987109,0,13246862,156.56,12551,170.0,425.0,3443.0,9.0,5.0,,5.0,2.0,12.0,,,,,1.3949034307207713,C,visa,credit
2987110,0,4334975,62.64,13428,125.0,214.0,,6.0,2.0,1.0,5.0,1.0,4.0,,,1.7752285520600857,,1.6058320154314643,H,american express,debit
2987111,0,11606079,19.14,6397,354.0,408.0,2690.0,8.0,2.0,0.0,3.0,3.0,0.0,0.13287125086837293,0.7315682901877547,1.675798649209502,0.6789390544656633,1.9993213487965769,W,visa,credit
2987112,0,6176362,41.8,12624,451.0,345.0,,3.0,5.0,0.0,0.0,2.0,3.0,0.42464183099718755,,,,0.8286951917236594,W,visa,credit
2987113,0,2408428,85.23,7126,344.0,439.0,3175.0,4.0,2.0,1.0,4.0,2.0,3.0,,0.5751101773605374,,0.9615046150483983,0.5908304622572951,W,visa,credit
2987114,0,4532155,229.64,14906,324.0,,2074.0,6.0,2.0,1.0,6.0,2.0,0.0,1.0452092468349552,,,,,H,visa,debit
2987115,0,5400466,11.41,11120,253.0,115.0,,8.0,4.0,0.0,3.0,3.0,13.0,1.1819581737350984,1.7764082514329897,1.7474022026630844,,1.8384342575857027,W,visa,credit
2987116,0,707805,72.89,1130,207.0,107.0,,,2.0,1.0,4.0,0.0,7.0,,,,,,C,american express,debit
2987117,0,5324501,25.9,3807,287.0,342.0,,,5.0,0.0,2.0,,,0.20733509447518106,,,,0.7858653491721328,W,discover,credit
2987118,0,15276985,81.96,1850,258.0,223.0,,6.0,0.0,0.0,0.0,1.0,9.0,0.32937716584133936,,,,1.585760016496952,W,visa,debit
2987119,0,2191053,87.38,13025,,338.0,3069.0,4.0,,0.0,,1.0,5.0,1.8654804120555584,1.660565531969005,,,,S,visa,credit
2987120,0,266112,45.31,10309,429.0,113.0,2048.0,7.0,5.0,0.0,4.0,3.0,,,0.6469661408418594,,,1.9613426462745045,C,discover,credit
2987121,0,6016485,90.49,13229,113.0,195.0,20.0,9.0,2.0,0.0,5.0,2.0,,,,,,,C,mastercard,credit
2987122,0,15212094,135.9,8739,488.0,320.0,2520.0,7.0,1.0,0.0,,0.0,7.0,,0.4111843187295072,,1.7751704260274495,1.8080688717603053,W,discover,debit
2987123,0,10745176,47.86,3550,241.0,188.0,,7.0,,0.0,4.0,,14.0,0.29369616455669,0.6058046759710123,1.9351416765293319,,1.6939118147557908,R,mastercard,debit
2987124,1,8160417,44.72,10489,392.0,450.0,,12.0,3.0,1.0,7.0,2.0,5.0,1.531886406896326,0.6146003312039985,0.4469602876410732,,1.9481559109467455,H,visa,credit
2987125,0,11574087,170.79,4427,275.0,406.0,1113.0,5.0,1.0,0.0,1.0,0.0,2.0,1.4992492538188853,,0.5893811808316942,,1.5451696811773288,W,mastercard,credit
2987126,0,242951,105.95,1938,365.0,152.0,3407.0,6.0,3.0,,5.0,3.0,8.0,1.1560082000012946,,1.939892566747919,,0.23011800640914348,H,mastercard,credit
2987127,0,3277010,85.71,6890,219.0,443.0,443.0,,0.0,,3.0,0.0,11.0,1.7608544447771424,,,1.890570040437832,0.5746282249502777,S,american express,debit
2987128,0,13333377,31.41,1803,411.0,344.0,,,1.0,1.0,7.0,2.0,11.0,,,0.5543862951794041,,,W,american express,credit
2987129,0,11436272,120.1,5104,410.0,418.0,3452.0,,3.0,1.0,6.0,2.0,14.0,0.4361415674747531,1.3861912728961192,,1.372752018625533,,C,discover,debit
2987130,0,7338182,279.76,11769,469.0,285.0,,5.0,4.0,1.0,,3.0,1.0,0.22699955790015158,1.4159330438988325,1.6963959209369108,0.7033524858406521,,W,visa,debit
2987131,0,4279567,49.55,14494,,287.0,,4.0,1.0,1.0,1.0,2.0,5.0,0.15744275245570827,1.8061058794801792,1.1428198955338458,,1.4672145173844031,W,discover,debit
2987132,0,3664562,58.89,7410,,,2777.0,7.0,0.0,0.0,6.0,0.0,3.0,0.4695960561044257,,,0.7624596970125943,,C,discover,debit
2987133,0,754759,23.29,12173,184.0,161.0,,8.0,1.0,1.0,6.0,0.0,7.0,1.165129615547232,1.4921137180380213,0.6223938805053228,,1.7629548241859927,W,mastercard,credit
2987134,0,13959503,30.7,8870,148.0,292.0,,8.0,3.0,0.0,5.0,1.0,,0.7056622303754689,,1.191657912066914,0.9664858931925375,1.7120749671844662,W,american express,debit
2987135,1,3146968,79.88,15738,402.0,583.0,,11.0,4.0,0.0,,2.0,0.0,1.8678006893490595,0.7343464501618826,1.8141948831048023,,1.783988560887761,H,mastercard,credit
2987136,0,12889775,60.62,5094,435.0,400.0,1963.0,8.0,3.0,1.0,,3.0,10.0,,,,,,C,discover,credit
2987137,0,5467987,41.57,13698,253.0,305.0,,2.0,3.0,1.0,7.0,1.0,6.0,,1.0979386944122835,0.8710954690481909,,1.9689610614816366,H,american express,credit
2987138,0,14381637,73.57,3997,,177.0,3402.0,9.0,2.0,0.0,6.0,0.0,0.0,1.7460268080239818,,0.6617548836435367,1.5394193526100843,,S,visa,debit
2987139,0,651039,26.75,13085,271.0,418.0,,0.0,5.0,0.0,7.0,,13.0,1.704656756573529,,1.6283427518353228,1.872378147484407,0.44590610975161105,R,mastercard,credit
2987140,0,8215349,47.75,10362,481.0,251.0,2697.0,3.0,,1.0,0.0,2.0,1.0,1.7212143589596656,,,,1.1807335800481227,H,american express,debit
2987141,0,1584999,25.46,13229,,173.0,748.0,9.0,4.0,,,2.0,1.0,0.7879904679928367,0.14704865993203953,,,0.3471250188706556,W,american express,debit
2987142,0,110842,63.44,2536,210.0,379.0,1970.0,0.0,2.0,1.0,0.0,2.0,2.0,,,,,1.500440478952281,W,discover,credit
2987143,0,5688294,14.79,7648,136.0,323.0,2214.0,2.0,0.0,1.0,0.0,1.0,10.0,,,1.0404170565117192,,1.2183370883641755,W,mastercard,debit
2987144,0,10106570,61.64,14341,282.0,393.0,1052.0,9.0,2.0,0.0,4.0,0.0,4.0,0.6708609889291233,0.9666571103317083,,,0.07281914067001649,W,visa,debit
2987145,0,14625284,43.69,4944,115.0,114.0,2846.0,2.0,2.0,1.0,5.0,3.0,10.0,0.6992812639330566,0.8100314497344627,,,0.16688232122475077,C,discover,credit
2987146,0,2467432,63.1,5492,406.0,378.0,2814.0,8.0,5.0,0.0,4.0,3.0,9.0,,,,,0.3198782071310675,H,discover,debit
2987147,0,10084219,14.56,11469,280.0,269.0,,6.0,5.0,1.0,,2.0,1.0,1.0965944406920873,,,,0.5597386652854246,W,discover,debit
2987148,0,12696996,92.18,12949,150.0,391.0,1723.0,1.0,4.0,1.0,1.0,1.0,10.0,0.04948495524357055,0.8256711539431569,0.5712775920199515,0.5322182211255095,0.06648768577052788,H,mastercard,debit
2987149,1,14779244,118.62,15353,586.0,570.0,4574.0,9.0,6.0,0.0,6.0,4.0,12.0,0.9364226057475425,0.6576613408263827,,,1.0497422592746142,C,discover,credit
2987150,0,4468257,64.95,8346,228.0,444.0,2483.0,7.0,3.0,0.0,2.0,1.0,0.0,,,1.22365063292763,1.9873267891487723,1.462068676044155,W,visa,debit
2987151,0,671931,12.23,12131,164.0,386.0,2060.0,0.0,0.0,0.0,,1.0,2.0,,,,,0.8706048152175787,C,mastercard,credit
2987152,0,15128555,20.2,12866,463.0,414.0,419.0,9.0,4.0,1.0,0.0,1.0,9.0,,,,,,W,mastercard,debit
2987153,0,13736988,39.96,11265,252.0,284.0,2907.0,2.0,1.0,1.0,,2.0,9.0,,1.5971724175097486,1.405219952836488,,0.29616057337280477,H,mastercard,debit
2987154,0,4072200,164.09,12373,496.0,278.0,2869.0,,0.0,1.0,6.0,1.0,3.0,0.14088924508667255,0.5629428991490919,,0.03976243962830028,1.517491516224823,H,mastercard,debit
2987155,0,2220199,83.25,4586,459.0,254.0,378.0,7.0,5.0,0.0,4.0,1.0,1.0,,,,1.743934214763709,,S,discover,credit
2987156,0,8480434,60.58,12889,402.0,290.0,1341.0,4.0,2.0,0.0,,2.0,6.0,,1.4643348176300799,0.33939896610704534,,0.8107974810805012,W,discover,credit
2987157,0,3812286,26.06,6376,270.0,172.0,3164.0,0.0,,1.0,6.0,1.0,2.0,,1.0103027028601705,,,1.985727865042504,H,discover,credit
2987158,0,8951466,22.53,4990,,171.0,,2.0,3.0,0.0,6.0,0.0,7.0,,0.14468004945342594,,,0.4660738445666148,W,discover,debit
2987159,0,1663832,68.12,4137,271.0,311.0,,3.0,0.0,1.0,5.0,1.0,11.0,0.5823881709402852,1.3915021936578311,0.41391292569497207,,1.153427129523469,H,american express,credit
2987160,0,14668583,95.64,3301,417.0,,,9.0,5.0,,2.0,0.0,8.0,,,,,1.1068793123363923,W,visa,credit
2987161,0,6552363,64.53,7279,307.0,427.0,665.0,4.0,2.0,1.0,5.0,1.0,,0.6735590969390954,,,,,C,american express,credit
2987162,0,2299905,214.36,10787,371.0,163.0,,,2.0,1.0,7.0,1.0,3.0,,0.49654156386732606,,,1.0182424449885543,W,visa,credit
2987163,1,3269897,62.62,10120,423.0,541.0,3643.0,8.0,7.0,1.0,,,12.0,1.5214557105687643,1.3886188015702725,,1.697325043407696,1.2833022743097908,H,american express,debit
2987164,0,10539332,63.02,5267,386.0,449.0,,,2.0,1.0,7.0,1.0,3.0,1.8299904356571048,,0.5082111450277549,,0.6494985584665314,C,mastercard,credit
2987165,0,11712518,14.09,10215,409.0,254.0,1920.0,1.0,4.0,1.0,7.0,1.0,7.0,,,0.4281691936905787,1.9153442286942413,,H,mastercard,credit
