TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3121433,-5,490132,0,0,0,0,13,-33,0,0,100.0,NotFound,25,-300,New,NotFound,225,15,266,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,firefox,24,Unknown,Unknown,F,F,T,T,desktop,rv:54.0
3513481,-20,120198,0,0,0,-12,13,-33,0,0,93.5500030517578,NotFound,64,-300,Unknown,Unknown,225,15,271,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,safari 9.0,24,Unknown,Unknown,F,F,F,F,desktop,Unknown
3460486,-5,81827,0,0,0,-1,13,-33,0,0,100.0,NotFound,52,-360,Found,Found,166,15,215,280,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 10,firefox 59.0,24,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3292316,-20,293933,0,0,0,0,13,-33,0,0,100.0,NotFound,33,-300,Found,Found,225,15,290,401,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 64.0,24,Unknown,Unknown,F,F,T,F,desktop,Unknown
3031318,-40,169040,0,0,12,-9,13,-33,1,0,100.0,Found,18,-360,Found,Found,166,13,542,333,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 10,edge 14.0,24,Unknown,match_status:2,T,T,T,T,desktop,Windows
3469584,-5,102033,0,0,0,-9,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,153,541,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 65.0,24,Unknown,Unknown,F,F,T,F,desktop,Unknown
3058861,0,4775,0,0,11,-78,13,-33,-3,-9,100.0,NotFound,52,-300,Found,Found,166,15,410,368,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 10,ie 11.0 for desktop,24,Unknown,Unknown,T,T,T,T,desktop,Trident/7.0
3081142,-5,137794,0,0,0,0,13,-33,0,0,100.0,NotFound,49,-480,New,NotFound,166,15,277,222,252,14,Unknown,11,321,147,Unknown,New,NotFound,iOS 11.2.1,mobile safari 11.0,32,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
3153740,-20,40413,0,0,1,-5,13,-33,0,0,100.0,NotFound,49,-300,Unknown,Unknown,166,15,542,600,252,14,Unknown,11,321,147,Unknown,New,NotFound,Android 7.0,chrome 63.0 for android,32,1280x720,match_status:2,T,F,F,T,mobile,SAMSUNG-SM-G930A Build/NRD90M
3467810,-10,879179,0,0,0,-10,13,-33,0,0,100.0,NotFound,63,-300,Found,Found,166,15,100,549,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,ie 11.0 for desktop,24,1600x900,match_status:2,T,F,F,T,desktop,Trident/7.0
3530318,-5,668614,0,0,0,-6,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,427,411,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome,24,Unknown,Unknown,F,F,T,F,mobile,LG-H320 Build/LRX21Y
3303692,-5,49184,0,0,0,-5,13,-33,0,0,100.0,Found,33,-480,Found,Found,166,15,352,222,252,14,Unknown,11,321,147,Unknown,Found,Found,iOS 11.2.6,mobile safari generic,32,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
3098777,-5,66167,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,166,15,548,277,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,chrome 63.0,24,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3445583,-5,299770,0,0,0,-4,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,270,411,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 65.0 for android,24,Unknown,Unknown,F,F,T,F,mobile,9008A Build/NRD90M
3138454,-5,249726,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,15,410,610,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,T,desktop,Windows
3286392,-5,167204,0,0,0,-12,13,-33,0,0,100.0,NotFound,52,-480,New,NotFound,166,15,495,394,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 10,ie 11.0 for desktop,24,1366x768,match_status:2,T,F,T,T,desktop,Trident/7.0
3544717,-5,163926,0,0,0,0,13,-33,0,0,100.0,NotFound,27,-300,New,NotFound,166,15,390,549,252,14,Unknown,11,321,147,Unknown,New,NotFound,iOS 11.3.0,mobile safari 11.0,32,2208x1242,match_status:2,T,F,F,F,mobile,iOS Device
3353044,-20,324960,0,0,0,0,13,-33,0,0,100.0,NotFound,33,-300,Unknown,Unknown,225,15,266,563,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,mobile safari generic,24,Unknown,Unknown,F,F,F,F,mobile,Unknown
3027694,-5,139187,0,0,0,-12,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,13,427,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,T,desktop,Windows
3166801,-5,424738,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,290,401,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,F,desktop,Unknown
3149996,-5,66133,0,0,4,-21,13,-33,0,0,100.0,NotFound,52,-480,New,NotFound,166,13,197,368,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 10,edge 15.0,24,Unknown,match_status:2,T,F,T,T,desktop,Windows
3407347,-15,129118,0,0,0,0,13,-33,0,0,100.0,Found,14,-300,Unknown,Unknown,166,15,339,472,252,14,Unknown,11,321,147,Unknown,Unknown,Unknown,Unknown,Unknown,24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3084176,-5,109988,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-420,New,NotFound,166,15,492,153,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 10,firefox 57.0,24,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3010481,-15,129118,0,0,0,0,13,-33,0,0,100.0,NotFound,14,-300,Unknown,Unknown,166,15,339,472,252,14,Unknown,11,321,147,Unknown,Unknown,Unknown,Unknown,Unknown,24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3282304,-25,122431,0,0,9,-29,19,-33,0,0,100.0,NotFound,33,-300,New,NotFound,166,12,317,549,252,14,IP_PROXY:TRANSPARENT,11,321,184,Found,New,NotFound,iOS 11.2.2,mobile safari generic,32,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3310350,-5,638172,0,0,0,-100,13,-33,0,0,100.0,NotFound,33,-300,New,NotFound,225,15,417,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,android webview 4.0,24,Unknown,Unknown,F,F,T,F,mobile,es-us
3509166,-5,85349,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,166,15,410,600,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,chrome 66.0,24,1280x1024,match_status:2,T,F,T,F,desktop,Windows
3303293,-10,254018,0,0,0,-1,13,-33,0,0,100.0,NotFound,33,-300,Found,Found,225,15,266,469,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,safari generic,24,Unknown,Unknown,F,F,T,F,desktop,Unknown
3419634,-15,129118,0,0,0,0,13,-33,0,0,100.0,Found,14,-300,Unknown,Unknown,166,15,339,472,252,14,Unknown,11,321,147,Unknown,Unknown,Unknown,Unknown,Unknown,24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3045314,-15,285056,0,0,0,0,13,-33,0,0,95.08000183105467,NotFound,52,-300,New,NotFound,225,15,266,139,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,opera 49.0,24,Unknown,Unknown,F,F,T,T,desktop,Windows
3020017,0,20176,0,0,0,-1,13,-33,0,0,100.0,Found,52,-360,Found,Found,166,15,312,214,252,14,Unknown,11,321,147,Unknown,Found,Found,Android 7.0,chrome 62.0 for android,32,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG-SM-G935A Build/NRD90M
3018103,-5,150434,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,166,15,529,178,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 7,chrome 60.0,24,1600x900,match_status:2,T,F,T,F,desktop,Windows
3526046,-60,561472,0,0,0,-1,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,271,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 66.0 for android,24,Unknown,Unknown,F,F,T,F,mobile,BLL-L23 Build/HUAWEIBLL-L23
3090180,-25,134965,0,0,19,-22,16,-25,0,0,100.0,NotFound,49,-360,New,NotFound,166,13,317,214,252,14,IP_PROXY:TRANSPARENT,15,321,142,Found,New,NotFound,iOS 11.2.1,mobile safari 11.0,32,1334x750,match_status:1,T,F,T,F,mobile,iOS Device
3470320,-85,56890,0,0,0,-25,1,-28,0,0,100.0,NotFound,52,-360,Found,Found,166,13,337,333,554,14,IP_PROXY:HIDDEN,11,258,119,Found,Found,Found,Windows 7,chrome 65.0,24,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3014221,-20,25238,0,0,0,-12,13,-33,0,0,100.0,NotFound,49,-300,Unknown,Unknown,166,15,492,177,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,safari generic,24,Unknown,Unknown,F,F,F,T,desktop,Unknown
3015169,-20,188330,0,0,1,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,254,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 62.0,24,Unknown,Unknown,F,F,T,T,desktop,Unknown
3429809,-10,687098,0,0,4,0,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,427,127,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 65.0 for android,24,Unknown,Unknown,F,F,T,F,mobile,GT-I9060M Build/KTU84P
3013231,-5,611493,0,0,1,0,13,-33,0,0,100.0,NotFound,52,-480,New,NotFound,225,15,585,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 49.0,24,Unknown,Unknown,F,T,T,F,desktop,Unknown
3041538,0,14389,0,0,5,0,13,-33,0,0,100.0,Found,52,-300,Found,Found,166,15,352,500,252,14,Unknown,11,321,147,Unknown,Found,Found,Android,chrome 63.0,32,1280x720,match_status:2,T,F,T,T,mobile,Unknown
3307353,-5,35574,0,0,5,-100,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,18,417,561,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 64.0,24,Unknown,Unknown,F,F,T,F,desktop,Windows
3538269,-5,1637,0,0,3,-5,13,-33,0,0,100.0,Found,52,-300,Found,Found,166,12,410,549,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,chrome 66.0,24,1280x1024,match_status:2,T,F,T,T,desktop,Windows
3155064,-5,150177,0,0,-1,-11,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,15,266,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,T,desktop,Unknown
3440455,-5,50737,0,0,0,-6,13,-33,0,0,100.0,Found,52,-480,Found,Found,166,13,229,222,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,chrome 65.0,24,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3048859,-20,388749,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,266,325,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,T,desktop,Windows
3300431,-5,257475,0,0,0,0,13,-33,0,0,100.0,NotFound,33,-300,Found,Found,225,15,290,401,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 63.0 for android,24,Unknown,Unknown,F,F,T,F,mobile,SM-G610M Build/MMB29K
3072884,-5,197588,0,0,2,-100,13,-33,0,0,100.0,NotFound,49,-300,New,NotFound,166,15,352,280,252,14,Unknown,11,321,147,Unknown,New,NotFound,iOS 10.3.3,mobile safari 10.0,32,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
3301664,-10,243688,0,0,0,-30,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,266,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,ie 11.0 for desktop,24,Unknown,Unknown,F,F,T,F,desktop,rv:11.0
3200751,-5,212462,0,0,1,-5,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,166,13,216,214,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,ie 11.0 for desktop,24,Unknown,Unknown,F,F,T,T,desktop,rv:11.0
3362099,0,85328,0,0,0,0,13,-33,0,0,100.0,Found,52,-300,Found,Found,166,15,630,368,252,14,Unknown,11,321,147,Unknown,Found,Found,iOS 11.2.6,mobile safari generic,32,2436x1125,match_status:1,T,F,T,T,mobile,iOS Device
2996083,-20,177209,0,0,0,0,13,-33,0,0,100.0,Found,49,-300,Unknown,Unknown,166,15,312,600,252,14,Unknown,11,321,147,Unknown,Found,Found,iOS 10.3.2,mobile safari 10.0,32,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3559579,-5,282254,0,0,-5,-25,13,-33,0,0,100.0,NotFound,27,-300,Found,Found,225,15,567,315,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 66.0 for android,24,Unknown,Unknown,F,F,T,F,mobile,SM-G935F Build/NRD90M
3386841,-100,39480,0,0,0,-6,33,-52,0,0,100.0,Found,11,-360,Found,Found,166,13,410,146,228,14,IP_PROXY:HIDDEN,11,426,119,Found,Found,Found,Windows 7,ie 11.0 for desktop,24,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3051228,-5,54445,0,0,0,0,13,-33,0,0,100.0,Found,49,-300,Found,Found,166,15,529,549,252,14,Unknown,11,321,147,Unknown,Found,Found,Mac OS X 10_13_1,safari generic,24,1366x768,match_status:1,T,F,F,T,desktop,MacOS
3100991,-5,98682,0,0,1,0,13,-33,0,0,100.0,Found,49,-360,New,NotFound,166,15,352,500,252,14,Unknown,11,321,147,Unknown,New,NotFound,iOS 11.2.1,mobile safari 11.0,32,2732x2048,match_status:1,T,F,T,F,mobile,iOS Device
2991926,-15,129118,0,0,0,0,13,-33,0,0,100.0,NotFound,14,-300,Unknown,Unknown,166,15,339,472,252,14,Unknown,11,321,147,Unknown,Unknown,Unknown,Unknown,Unknown,24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3130649,-20,158037,0,0,0,0,13,-33,0,0,100.0,NotFound,49,-300,Unknown,Unknown,225,15,270,417,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,mobile safari 11.0,24,Unknown,Unknown,F,F,F,T,mobile,Unknown
3368569,-5,188783,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,266,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 64.0,24,Unknown,Unknown,F,F,T,F,desktop,Unknown
2994138,-5,62873,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,15,266,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 62.0,24,Unknown,Unknown,F,F,T,T,desktop,Windows
3042824,0,11812,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,166,15,215,439,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 62.0,24,Unknown,match_status:2,F,F,T,T,desktop,Unknown
3485744,-25,61319,0,0,1,-32,28,-45,0,0,100.0,NotFound,64,-300,Found,Found,166,12,317,333,252,14,IP_PROXY:TRANSPARENT,15,321,119,Found,Found,Found,Android 7.0,chrome generic for android,24,1280x720,match_status:2,T,F,T,F,mobile,SAMSUNG-SM-J327A Build/NRD90M
3013247,-5,104536,0,0,2,0,13,-33,0,0,100.0,NotFound,52,-480,Found,Found,225,15,585,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 49.0,24,Unknown,Unknown,F,T,T,F,desktop,Unknown
3359649,-20,220780,0,0,0,0,13,-33,0,0,100.0,NotFound,33,-300,Unknown,Unknown,225,15,176,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,mobile safari generic,24,Unknown,Unknown,F,F,F,F,mobile,Unknown
3064167,-5,95402,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,166,13,623,533,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 10,ie 11.0 for tablet,24,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
3385079,-15,316774,3,0,0,0,2,-5,3,0,100.0,Found,52,-300,Found,Found,166,15,339,472,189,33,IP_PROXY:ANONYMOUS,11,512,133,Found,Found,Found,Windows 10,chrome 65.0,24,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3201430,-20,107668,0,0,0,-1,13,-33,0,0,100.0,NotFound,49,-300,Unknown,Unknown,225,15,417,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,mobile safari uiwebview,24,Unknown,Unknown,F,F,F,F,mobile,Unknown
3485695,-5,271079,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,153,563,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 65.0,24,Unknown,Unknown,F,F,T,F,desktop,Unknown
3291374,-10,65679,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,15,427,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 64.0,24,Unknown,Unknown,F,F,T,F,desktop,Windows
3209248,0,62186,0,0,3,-7,13,-33,0,0,100.0,Found,52,-300,Found,Found,166,12,529,161,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,ie 11.0 for desktop,24,Unknown,match_status:2,T,T,T,T,desktop,Trident/7.0
3135059,-10,98900,0,0,0,0,1,-1,0,0,100.0,NotFound,55,-360,Found,Found,225,15,290,401,528,41,IP_PROXY:TRANSPARENT,11,345,150,Found,Found,Found,Unknown,ie 11.0 for desktop,24,Unknown,Unknown,F,T,T,T,desktop,Trident/7.0
3250353,-5,709522,0,0,8,-22,13,-33,0,0,100.0,NotFound,49,-300,Found,Found,225,15,417,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,samsung browser 6.2,24,Unknown,Unknown,F,F,T,F,mobile,SAMSUNG SM-G610M Build/MMB29K
3153844,-5,66599,0,0,1,0,13,-33,0,0,100.0,NotFound,49,-300,New,NotFound,166,15,533,533,252,14,Unknown,11,321,147,Unknown,New,NotFound,Mac OS X 10_11_6,safari generic,24,1920x1080,match_status:2,T,F,F,F,desktop,MacOS
3437954,-25,698837,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,15,266,127,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 65.0,24,Unknown,Unknown,F,F,T,F,desktop,Windows
3260637,-5,300803,0,0,18,-4,13,-33,2,-1,100.0,NotFound,52,-300,Found,Found,166,13,410,391,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,chrome 63.0,24,1920x1080,match_status:0,T,F,T,F,desktop,Windows
3064292,0,23104,0,0,18,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,166,13,410,500,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 7,ie 11.0 for desktop,24,1366x768,match_status:2,T,T,T,T,desktop,rv:11.0
3144502,-5,144412,0,0,1,-26,13,-33,0,0,100.0,NotFound,49,-300,New,NotFound,225,18,266,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,other,24,Unknown,Unknown,F,F,T,F,mobile,LG-K410 Build/LRX22G
3503877,-20,55146,0,0,0,0,13,-33,0,0,100.0,NotFound,64,-300,Unknown,Unknown,166,15,542,489,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,safari generic,24,Unknown,Unknown,F,F,F,T,desktop,Unknown
3110011,-5,61029,0,0,1,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,225,15,271,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,T,desktop,Windows
3414006,-5,290748,0,0,1,-5,13,-33,0,0,100.0,Found,52,-300,Found,Found,166,13,216,214,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,ie 11.0 for desktop,24,Unknown,Unknown,F,F,T,T,desktop,rv:11.0
3525292,-5,124709,0,0,0,0,13,-33,0,0,100.0,NotFound,64,-360,New,NotFound,166,15,312,299,252,14,Unknown,11,321,147,Unknown,New,NotFound,iOS 10.3.3,mobile safari 10.0,32,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3060051,-20,207211,0,0,0,-28,13,-33,0,0,100.0,NotFound,49,-300,Unknown,Unknown,225,13,266,507,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,mobile safari 11.0,24,Unknown,Unknown,F,F,F,T,mobile,Unknown
3387740,-5,256052,0,0,0,0,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,484,507,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,other,24,Unknown,Unknown,F,F,T,F,mobile,MOT-A6020l37 Build/LMY47V
3429803,-20,145951,0,0,0,-14,13,-33,0,0,100.0,NotFound,64,-300,Unknown,Unknown,225,15,384,595,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,mobile safari generic,24,Unknown,Unknown,F,F,F,F,mobile,Unknown
3158078,-5,83713,0,0,1,-17,13,-33,0,0,100.0,NotFound,49,-300,New,NotFound,166,15,352,489,252,14,Unknown,11,321,147,Unknown,New,NotFound,iOS 10.2.1,mobile safari 10.0,32,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3367274,-10,216325,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,New,NotFound,225,15,427,127,252,14,Unknown,11,321,147,Unknown,New,NotFound,Unknown,chrome 64.0,24,Unknown,Unknown,F,F,T,F,desktop,Windows
3174828,0,105803,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,166,15,341,501,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,ie 11.0 for desktop,24,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3236153,-15,259688,0,0,0,0,5,-11,0,0,100.0,NotFound,52,-300,New,NotFound,166,15,339,472,683,33,IP_PROXY:ANONYMOUS,11,400,133,Found,New,NotFound,Unknown,chrome 63.0,24,Unknown,Unknown,F,F,T,F,desktop,Windows
3575086,-5,116381,0,0,0,0,13,-33,0,0,100.0,Found,27,-360,Found,Found,166,15,633,521,252,14,Unknown,11,321,147,Unknown,Found,Found,iOS 11.3.0,mobile safari 11.0,32,1334x750,match_status:2,T,F,F,F,mobile,iOS Device
3488823,-10,854656,0,0,0,0,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,427,563,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,samsung browser 6.4,24,Unknown,Unknown,F,F,T,F,mobile,SAMSUNG SM-G925F Build/NRD90M
3571319,-5,6140,0,0,0,0,13,-33,0,0,100.0,Found,52,-300,New,NotFound,166,15,214,533,252,14,Unknown,11,321,147,Unknown,New,NotFound,Windows 10,chrome 66.0,24,1600x900,match_status:2,T,F,T,T,desktop,Windows
3011229,-5,372750,0,0,0,0,13,-33,0,0,100.0,NotFound,52,-300,Found,Found,166,15,542,600,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 10,chrome 62.0,24,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3109297,-5,54476,0,0,0,0,13,-33,0,0,100.0,Found,52,-360,Found,Found,166,15,312,146,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 10,chrome 63.0,24,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3194971,-5,58614,0,0,0,0,13,-33,0,0,100.0,Found,52,-300,Found,Found,166,15,542,533,252,14,Unknown,11,321,147,Unknown,Found,Found,Windows 7,chrome 63.0,24,1366x768,match_status:2,T,F,T,T,desktop,Windows
3396742,-5,451173,0,0,0,0,13,-33,0,0,100.0,NotFound,64,-300,Found,Found,225,15,153,325,252,14,Unknown,11,321,147,Unknown,Found,Found,Unknown,chrome 65.0 for android,24,Unknown,Unknown,F,F,T,F,mobile,SM-J700M Build/MMB29K
