TransactionID,isFraud,TransactionAmt,ProductCD,card4,card6,addr1,addr2,transaction_date,timestamp,currency,country_code,merchant_category,settlement_status,transaction_type
3171567,0,19.95,W,visa,debit,444.0,87.0,2023-10-01,2023-10-01 09:40:09,USD,NG,retail,settled,purchase
3248595,0,112.99,W,visa,credit,123.0,87.0,2023-11-14,2023-11-14 23:29:14,GBP,JP,travel,settled,purchase
3182679,0,39.0,W,visa,debit,123.0,87.0,2023-10-05,2023-10-05 05:13:28,USD,DE,retail,settled,purchase
3145375,0,112.869,C,mastercard,debit,,,2023-11-15,2023-11-15 00:49:13,NGN,ET,crypto,settled,purchase
3433484,0,132.99,W,mastercard,credit,330.0,87.0,2023-10-13,2023-10-13 01:04:27,ETB,DE,atm,settled,purchase
3231918,0,386.57,W,mastercard,credit,181.0,87.0,2023-11-26,2023-11-26 11:31:59,USD,US,crypto,settled,purchase
3474122,0,141.0,W,visa,debit,299.0,87.0,2023-10-11,2023-10-11 18:58:12,NGN,US,digital_goods,settled,purchase
3306326,0,693.0,W,visa,debit,177.0,87.0,2023-12-29,2023-12-29 00:15:40,ETB,NG,digital_goods,settled,purchase
3145743,0,107.95,W,mastercard,debit,299.0,87.0,2023-10-30,2023-10-30 05:20:21,USD,US,gambling,settled,purchase
3238244,0,48.95,W,mastercard,debit,204.0,87.0,2023-10-16,2023-10-16 14:01:30,EUR,US,atm,settled,purchase
3482439,0,113.0,W,visa,debit,330.0,87.0,2023-11-04,2023-11-04 15:00:05,USD,US,gambling,settled,purchase
3117370,0,50.0,H,visa,debit,330.0,87.0,2023-12-11,2023-12-11 11:06:12,USD,US,crypto,settled,purchase
3269172,0,59.0,W,visa,debit,476.0,87.0,2023-11-30,2023-11-30 08:33:10,USD,US,digital_goods,declined,purchase
3327993,0,39.0,W,visa,debit,299.0,87.0,2023-11-18,2023-11-18 00:23:45,EUR,CA,retail,settled,purchase
3211968,0,80.0,W,mastercard,debit,123.0,87.0,2023-11-18,2023-11-18 15:03:48,USD,CA,digital_goods,settled,purchase
3412158,0,107.95,W,visa,debit,204.0,87.0,2023-10-08,2023-10-08 08:44:55,USD,NG,atm,settled,purchase
3500803,0,107.95,W,visa,debit,184.0,87.0,2023-12-22,2023-12-22 10:43:21,USD,JP,retail,settled,purchase
3337219,0,59.0,W,mastercard,debit,441.0,87.0,2023-11-05,2023-11-05 23:09:55,USD,FR,crypto,settled,purchase
3378521,0,129.95,W,visa,debit,330.0,87.0,2023-11-21,2023-11-21 08:49:12,USD,US,retail,settled,purchase
3214104,0,33.95,W,visa,debit,308.0,87.0,2023-12-09,2023-12-09 08:19:31,ETB,GB,travel,settled,purchase
3414593,0,335.0,W,visa,credit,325.0,87.0,2023-11-04,2023-11-04 08:25:50,GBP,CA,atm,settled,purchase
3351467,0,59.0,W,visa,debit,272.0,87.0,2023-11-28,2023-11-28 14:30:52,USD,US,travel,settled,purchase
3455134,0,213.0,W,visa,debit,441.0,87.0,2023-12-29,2023-12-29 21:31:44,USD,DE,retail,settled,purchase
3092076,0,51.88,H,mastercard,debit,299.0,87.0,2023-11-07,2023-11-07 14:20:30,USD,US,gambling,settled,purchase
3538126,0,1189.57,W,visa,debit,325.0,87.0,2023-10-26,2023-10-26 19:25:47,GBP,JP,digital_goods,settled,purchase
3105345,0,75.0,H,visa,credit,330.0,87.0,2023-12-02,2023-12-02 18:20:26,ETB,GB,retail,settled,purchase
3524845,0,59.0,W,visa,debit,123.0,87.0,2023-10-24,2023-10-24 12:30:10,USD,CA,travel,settled,purchase
3450621,0,161.0,W,visa,debit,269.0,87.0,2023-10-06,2023-10-06 12:05:31,USD,US,gambling,settled,purchase
3298262,0,108.95,W,mastercard,debit,310.0,87.0,2023-12-12,2023-12-12 13:56:54,EUR,DE,digital_goods,declined,purchase
3001358,0,59.0,W,visa,credit,269.0,87.0,2023-10-25,2023-10-25 04:39:13,EUR,FR,digital_goods,settled,purchase
3349974,0,70.208,C,visa,debit,,,2023-10-09,2023-10-09 08:15:19,USD,CA,travel,settled,purchase
3576167,0,107.95,W,mastercard,credit,428.0,87.0,2023-12-25,2023-12-25 17:07:13,USD,KE,gambling,settled,purchase
2999345,0,50.0,H,discover,credit,299.0,87.0,2023-11-20,2023-11-20 07:34:15,EUR,GB,gambling,settled,purchase
3396384,0,422.61,W,visa,credit,264.0,87.0,2023-12-17,2023-12-17 18:17:38,ETB,US,retail,settled,purchase
3481600,0,107.95,W,visa,debit,315.0,87.0,2023-12-17,2023-12-17 11:28:38,ETB,US,digital_goods,settled,purchase
3484837,0,226.0,W,visa,debit,251.0,87.0,2023-12-30,2023-12-30 15:41:04,NGN,US,gambling,settled,purchase
3386167,0,151.0,W,visa,debit,330.0,87.0,2023-12-26,2023-12-26 02:32:59,USD,NG,crypto,settled,purchase
3406339,0,151.0,W,visa,debit,123.0,87.0,2023-10-17,2023-10-17 09:46:29,ETB,ET,gambling,settled,purchase
3438354,0,19.981,C,visa,debit,,,2023-10-18,2023-10-18 12:36:42,USD,US,crypto,settled,purchase
3239175,0,59.0,W,mastercard,debit,191.0,87.0,2023-11-01,2023-11-01 06:50:10,USD,DE,digital_goods,settled,purchase
3260236,0,77.0,W,visa,debit,231.0,87.0,2023-12-06,2023-12-06 13:05:46,GBP,US,retail,settled,purchase
3086106,0,78.19,W,visa,credit,110.0,87.0,2023-11-29,2023-11-29 16:47:49,GBP,US,digital_goods,pending,purchase
3066286,0,150.0,R,visa,credit,126.0,87.0,2023-11-26,2023-11-26 01:37:11,USD,KE,retail,settled,purchase
3494022,0,34.0,W,visa,debit,251.0,87.0,2023-12-15,2023-12-15 05:57:04,ETB,GB,crypto,settled,purchase
3013205,0,34.5,W,visa,debit,387.0,87.0,2023-10-26,2023-10-26 11:53:04,USD,US,retail,settled,purchase
3019636,0,54.5,W,visa,debit,441.0,87.0,2023-10-31,2023-10-31 18:00:39,USD,US,retail,settled,purchase
3396091,0,57.95,W,mastercard,debit,231.0,87.0,2023-10-04,2023-10-04 18:42:09,NGN,US,travel,settled,purchase
3383695,0,32.385,C,visa,debit,,,2023-12-12,2023-12-12 00:20:12,ETB,FR,travel,pending,purchase
3074723,0,164.6,W,mastercard,debit,204.0,87.0,2023-10-28,2023-10-28 03:32:03,USD,NG,retail,settled,purchase
3396703,0,35.95,W,visa,debit,203.0,87.0,2023-10-13,2023-10-13 03:03:48,NGN,KE,gambling,declined,purchase
3413915,0,664.0,W,visa,debit,204.0,87.0,2023-11-05,2023-11-05 19:00:53,USD,US,travel,settled,purchase
3082314,0,112.99,W,visa,debit,204.0,87.0,2023-10-13,2023-10-13 06:35:50,EUR,CA,retail,settled,purchase
3339337,0,49.0,W,mastercard,debit,251.0,87.0,2023-10-13,2023-10-13 17:20:15,GBP,NG,atm,settled,purchase
3378360,0,160.5,W,mastercard,debit,123.0,87.0,2023-12-22,2023-12-22 17:56:21,USD,CA,retail,settled,purchase
10251371,1,199.24,H,mastercard,credit,264.0,87.0,2023-11-15,2023-11-15 04:47:53,USD,GB,digital_goods,settled,chargeback_reversal
3311718,0,58.95,W,visa,debit,143.0,87.0,2023-11-12,2023-11-12 23:38:36,USD,DE,gambling,settled,purchase
3496241,0,280.0,W,visa,debit,204.0,87.0,2023-11-22,2023-11-22 05:34:55,ETB,ET,crypto,settled,purchase
3422730,0,27.051,C,mastercard,debit,,,2023-10-26,2023-10-26 10:40:15,USD,JP,retail,settled,purchase
3083350,0,150.0,R,visa,debit,315.0,87.0,2023-10-20,2023-10-20 19:48:47,GBP,FR,gambling,settled,purchase
3217122,0,30.0,S,visa,debit,203.0,87.0,2023-11-26,2023-11-26 15:16:39,USD,DE,atm,settled,purchase
3018409,0,50.0,W,mastercard,debit,272.0,87.0,2023-11-26,2023-11-26 18:00:14,GBP,US,travel,settled,purchase
3505154,0,49.0,W,mastercard,credit,204.0,87.0,2023-11-21,2023-11-21 06:53:17,EUR,JP,digital_goods,settled,purchase
3527358,0,107.95,W,visa,debit,177.0,87.0,2023-11-14,2023-11-14 11:09:34,EUR,US,travel,settled,purchase
3047366,0,29.415,C,mastercard,credit,,,2023-12-09,2023-12-09 23:55:55,EUR,US,digital_goods,pending,purchase
3541932,0,135.01,C,visa,credit,,,2023-11-05,2023-11-05 16:50:12,EUR,ET,retail,settled,purchase
3506006,0,48.95,W,visa,debit,310.0,87.0,2023-11-27,2023-11-27 23:22:31,USD,US,crypto,settled,purchase
3262803,0,255.0,W,visa,debit,299.0,87.0,2023-11-18,2023-11-18 11:03:08,USD,DE,retail,settled,purchase
3530413,0,47.95,W,mastercard,debit,204.0,87.0,2023-10-11,2023-10-11 12:10:28,EUR,CA,gambling,settled,purchase
3479692,0,117.0,W,discover,credit,337.0,87.0,2023-12-06,2023-12-06 05:03:13,USD,JP,gambling,settled,purchase
3524131,0,200.0,R,mastercard,credit,315.0,87.0,2023-10-07,2023-10-07 19:47:04,USD,US,atm,settled,purchase
3312741,0,33.654,C,mastercard,debit,,,2023-11-04,2023-11-04 10:03:59,USD,FR,travel,settled,purchase
3555868,0,24.838,C,mastercard,debit,,,2023-11-06,2023-11-06 21:29:09,EUR,GB,retail,settled,purchase
3326167,0,47.95,W,visa,credit,231.0,87.0,2023-10-22,2023-10-22 00:50:57,USD,JP,retail,settled,purchase
3447187,0,31.97,C,mastercard,debit,,,2023-12-01,2023-12-01 23:07:05,EUR,NG,retail,settled,purchase
3436130,0,49.0,W,mastercard,debit,123.0,87.0,2023-10-16,2023-10-16 15:13:43,USD,KE,digital_goods,settled,purchase
3081948,0,89.549,C,mastercard,credit,,,2023-11-30,2023-11-30 13:22:41,ETB,JP,digital_goods,settled,purchase
3535312,0,52.95,W,mastercard,debit,205.0,87.0,2023-12-28,2023-12-28 01:35:26,EUR,DE,crypto,settled,purchase
3294468,0,9.788,C,visa,credit,,,2023-10-23,2023-10-23 16:13:07,GBP,CA,travel,settled,purchase
3299440,0,25.95,W,mastercard,debit,253.0,87.0,2023-12-26,2023-12-26 04:55:43,ETB,US,travel,settled,purchase
3080053,0,82.95,W,visa,debit,315.0,87.0,2023-10-21,2023-10-21 06:06:30,ETB,US,retail,settled,purchase
3323135,0,59.0,W,mastercard,debit,337.0,87.0,2023-10-03,2023-10-03 22:09:28,USD,US,digital_goods,settled,purchase
3454819,0,48.95,W,visa,debit,299.0,87.0,2023-11-23,2023-11-23 10:58:58,EUR,GB,digital_goods,settled,purchase
3441717,0,293.0,W,mastercard,debit,204.0,87.0,2023-10-24,2023-10-24 08:53:06,USD,ET,digital_goods,settled,purchase
2992198,0,50.0,H,visa,debit,433.0,87.0,2023-11-09,2023-11-09 15:42:07,EUR,GB,retail,settled,purchase
3073981,0,125.0,R,visa,debit,272.0,87.0,2023-10-01,2023-10-01 05:16:14,USD,GB,crypto,settled,purchase
3558508,0,20.0,W,visa,debit,126.0,87.0,2023-11-13,2023-11-13 21:07:38,NGN,CA,travel,pending,purchase
3551210,0,36.95,W,visa,debit,299.0,87.0,2023-11-19,2023-11-19 07:38:17,USD,FR,digital_goods,settled,purchase
3279676,0,39.0,W,visa,debit,184.0,87.0,2023-11-20,2023-11-20 19:33:02,USD,US,atm,settled,purchase
3566836,0,50.0,H,visa,debit,184.0,87.0,2023-12-20,2023-12-20 09:32:44,USD,FR,crypto,settled,purchase
3225927,0,29.95,W,visa,debit,325.0,87.0,2023-10-01,2023-10-01 02:43:21,USD,DE,digital_goods,settled,purchase
2987413,0,47.95,W,visa,debit,264.0,87.0,2023-10-03,2023-10-03 14:28:09,GBP,GB,retail,settled,purchase
3078206,0,98.95,W,visa,debit,469.0,87.0,2023-12-05,2023-12-05 23:33:35,EUR,JP,travel,settled,purchase
3147673,0,57.95,W,mastercard,debit,204.0,87.0,2023-12-14,2023-12-14 08:20:54,NGN,GB,digital_goods,settled,purchase
3185872,0,57.0,W,visa,debit,272.0,87.0,2023-10-31,2023-10-31 01:56:34,EUR,US,retail,settled,purchase
3411008,0,90.0,W,visa,debit,264.0,87.0,2023-11-12,2023-11-12 20:23:32,USD,FR,digital_goods,settled,purchase
3476256,0,49.0,W,visa,debit,330.0,87.0,2023-11-07,2023-11-07 16:10:51,USD,US,digital_goods,settled,purchase
3521064,0,77.0,W,visa,debit,420.0,87.0,2023-12-19,2023-12-19 04:07:26,GBP,GB,digital_goods,declined,purchase
3437425,0,87.95,W,visa,debit,264.0,87.0,2023-12-18,2023-12-18 06:26:28,EUR,GB,gambling,settled,purchase
2997569,0,75.0,H,visa,credit,177.0,87.0,2023-10-09,2023-10-09 18:17:40,USD,GB,atm,settled,purchase
3050737,0,200.0,R,visa,credit,299.0,87.0,2023-10-17,2023-10-17 01:29:37,USD,FR,travel,settled,purchase
3348777,0,25.95,W,visa,debit,330.0,87.0,2023-12-10,2023-12-10 05:02:49,NGN,ET,travel,settled,purchase
3570935,1,664.0,W,mastercard,credit,123.0,87.0,2023-11-24,2023-11-24 12:28:06,USD,FR,retail,settled,purchase
3532529,0,200.0,R,mastercard,credit,231.0,87.0,2023-11-15,2023-11-15 00:17:50,EUR,DE,digital_goods,settled,purchase
3475768,0,117.0,W,visa,debit,299.0,87.0,2023-12-01,2023-12-01 06:30:11,EUR,GB,travel,settled,purchase
3436616,0,54.0,W,mastercard,debit,330.0,87.0,2023-12-02,2023-12-02 13:31:01,ETB,KE,retail,declined,purchase
3556433,0,82.95,W,visa,debit,191.0,87.0,2023-11-28,2023-11-28 20:56:52,USD,US,retail,settled,purchase
3512539,0,49.0,W,mastercard,debit,441.0,87.0,2023-11-23,2023-11-23 19:08:01,GBP,FR,retail,settled,purchase
3246599,0,117.0,W,visa,debit,315.0,87.0,2023-11-08,2023-11-08 21:32:34,USD,US,crypto,settled,purchase
3115979,0,39.0,W,visa,credit,387.0,87.0,2023-12-18,2023-12-18 16:55:30,USD,US,retail,settled,purchase
3033364,0,200.0,R,mastercard,credit,299.0,87.0,2023-12-23,2023-12-23 08:40:18,USD,US,travel,settled,purchase
3366675,0,26.0,W,mastercard,debit,476.0,87.0,2023-11-22,2023-11-22 09:45:45,USD,DE,crypto,settled,purchase
3144258,1,183.12,S,discover,credit,330.0,87.0,2023-11-18,2023-11-18 20:37:23,ETB,US,retail,settled,purchase
3440250,0,59.0,W,visa,debit,327.0,87.0,2023-10-21,2023-10-21 22:40:32,EUR,NG,retail,settled,purchase
3165081,1,200.0,R,visa,credit,315.0,87.0,2023-12-14,2023-12-14 10:45:20,USD,GB,retail,settled,purchase
3046733,0,100.0,R,discover,credit,203.0,87.0,2023-10-21,2023-10-21 04:38:11,USD,GB,retail,settled,purchase
3250576,0,150.0,R,mastercard,debit,204.0,87.0,2023-12-24,2023-12-24 20:38:09,EUR,GB,travel,settled,purchase
3113280,0,112.0,W,mastercard,debit,485.0,87.0,2023-12-15,2023-12-15 17:25:17,USD,US,retail,pending,purchase
3347123,0,78.95,W,mastercard,debit,310.0,87.0,2023-10-13,2023-10-13 01:29:16,USD,DE,digital_goods,declined,purchase
3218156,0,50.0,H,american express,credit,315.0,87.0,2023-12-11,2023-12-11 04:39:36,USD,FR,travel,settled,purchase
3074723,0,159.95,W,mastercard,debit,204.0,87.0,2023-10-28,2023-10-28 03:32:03,USD,NG,retail,settled,purchase
3067801,0,79.95,W,visa,debit,315.0,87.0,2023-10-09,2023-10-09 20:23:22,USD,US,digital_goods,settled,purchase
3506639,0,125.0,R,visa,credit,177.0,87.0,2023-11-23,2023-11-23 09:10:12,GBP,US,atm,settled,purchase
3193906,0,57.95,W,visa,debit,264.0,87.0,2023-10-28,2023-10-28 02:51:38,USD,KE,crypto,settled,purchase
3531649,0,141.0,W,mastercard,debit,325.0,87.0,2023-11-04,2023-11-04 23:20:04,USD,KE,retail,settled,purchase
3556964,0,15.985,C,visa,debit,,,2023-11-04,2023-11-04 09:02:10,ETB,FR,gambling,settled,purchase
3026301,0,200.0,R,american express,credit,330.0,87.0,2023-11-26,2023-11-26 14:13:09,USD,NG,travel,settled,purchase
3251274,0,57.96,W,mastercard,debit,110.0,87.0,2023-12-12,2023-12-12 17:45:08,USD,FR,gambling,settled,purchase
3069949,0,100.0,H,visa,debit,126.0,87.0,2023-10-21,2023-10-21 20:33:02,USD,CA,digital_goods,settled,purchase
3058268,0,464.95,W,visa,debit,310.0,87.0,2023-11-04,2023-11-04 17:02:17,EUR,US,retail,settled,purchase
3540632,0,141.0,W,visa,debit,204.0,87.0,2023-10-16,2023-10-16 02:59:03,EUR,JP,retail,pending,purchase
2993201,0,161.61,W,visa,credit,264.0,87.0,2023-10-07,2023-10-07 05:58:02,USD,FR,gambling,settled,purchase
3226093,0,884.0,W,visa,credit,325.0,87.0,2023-11-07,2023-11-07 00:58:10,USD,NG,retail,settled,purchase
3504511,0,171.0,W,visa,debit,433.0,87.0,2023-10-25,2023-10-25 04:59:47,USD,KE,retail,settled,purchase
2987780,1,10.0,S,mastercard,debit,441.0,87.0,2023-11-08,2023-11-08 04:19:24,GBP,US,crypto,pending,purchase
8535564,1,15.45,C,mastercard,debit,,,2023-10-31,2023-10-31 00:00:00,NGN,JP,retail,settled,refund
3053969,0,30.0,H,mastercard,credit,299.0,87.0,2023-10-07,2023-10-07 02:30:25,EUR,GB,retail,settled,purchase
3294305,0,226.0,W,mastercard,debit,330.0,87.0,2023-11-21,2023-11-21 01:52:37,EUR,US,digital_goods,pending,purchase
3396195,0,687.0,W,visa,credit,126.0,87.0,2023-11-11,2023-11-11 20:54:00,USD,KE,digital_goods,declined,purchase
3249126,0,226.0,W,visa,debit,269.0,87.0,2023-12-22,2023-12-22 13:24:15,USD,US,travel,settled,purchase
3061720,0,25.95,W,visa,debit,512.0,87.0,2023-11-08,2023-11-08 09:22:37,GBP,US,atm,declined,purchase
3267408,0,2524.13,W,mastercard,debit,325.0,87.0,2023-10-02,2023-10-02 03:31:27,EUR,GB,digital_goods,declined,purchase
3011597,0,201.0,W,visa,credit,420.0,87.0,2023-12-02,2023-12-02 21:36:39,USD,FR,travel,settled,purchase
3308312,0,114.95,W,mastercard,debit,498.0,87.0,2023-12-01,2023-12-01 10:08:53,EUR,CA,digital_goods,settled,purchase
3424220,0,150.0,R,american express,credit,272.0,87.0,2023-12-13,2023-12-13 16:19:27,USD,DE,retail,settled,purchase
3557225,0,134.95,W,visa,debit,251.0,87.0,2023-11-06,2023-11-06 08:40:40,USD,CA,travel,settled,purchase
3384350,0,77.0,W,mastercard,debit,191.0,87.0,2023-11-01,2023-11-01 19:22:24,USD,NG,travel,settled,purchase
3489211,0,23.239,C,mastercard,debit,,,2023-12-31,2023-12-31 22:41:40,NGN,US,retail,settled,purchase
3442285,0,159.95,W,visa,debit,264.0,87.0,2023-12-06,2023-12-06 10:32:56,USD,US,gambling,settled,purchase
3574869,0,100.0,S,visa,credit,330.0,87.0,2023-12-25,2023-12-25 06:57:28,USD,US,crypto,settled,purchase
3509294,1,87.95,W,visa,debit,204.0,87.0,2023-10-17,2023-10-17 01:42:33,EUR,KE,crypto,declined,purchase
3378615,0,49.0,W,visa,debit,384.0,87.0,2023-11-04,2023-11-04 10:48:58,EUR,FR,crypto,settled,purchase
3078015,0,100.0,H,visa,debit,264.0,87.0,2023-10-12,2023-10-12 00:58:13,EUR,US,digital_goods,settled,purchase
3292695,0,35.346,C,visa,credit,,,2023-12-24,2023-12-24 13:50:57,GBP,NG,digital_goods,settled,purchase
3351998,0,311.95,W,visa,debit,299.0,87.0,2023-11-01,2023-11-01 01:55:46,GBP,FR,digital_goods,settled,purchase
3480900,0,22.071,C,mastercard,credit,,,2023-12-14,2023-12-14 02:05:04,EUR,ET,retail,declined,purchase
3259403,0,39.0,W,visa,debit,387.0,87.0,2023-12-10,2023-12-10 20:35:10,EUR,GB,digital_goods,settled,purchase
3275393,0,200.0,R,visa,credit,264.0,87.0,2023-12-26,2023-12-26 21:10:01,EUR,DE,retail,settled,purchase
3005968,0,25.0,W,visa,debit,126.0,87.0,2023-12-28,2023-12-28 11:44:20,GBP,FR,travel,settled,purchase
3164713,0,39.0,W,mastercard,debit,337.0,87.0,2023-11-24,2023-11-24 20:55:21,USD,US,digital_goods,pending,purchase
3049365,0,50.0,H,visa,credit,330.0,87.0,2023-11-30,2023-11-30 20:56:52,EUR,GB,travel,settled,purchase
3094259,0,100.0,R,mastercard,credit,330.0,87.0,2023-11-09,2023-11-09 01:13:51,USD,US,retail,settled,purchase
3224487,0,117.0,W,visa,debit,204.0,87.0,2023-10-20,2023-10-20 07:38:19,GBP,US,retail,settled,purchase
3009243,0,82.95,W,visa,debit,387.0,87.0,2023-11-14,2023-11-14 09:31:11,USD,FR,retail,settled,purchase
3392011,0,171.0,W,visa,credit,181.0,87.0,2023-10-16,2023-10-16 13:26:57,USD,US,retail,settled,purchase
3335926,0,77.579,C,visa,credit,,,2023-11-29,2023-11-29 18:51:40,ETB,ET,retail,settled,purchase
3196036,0,77.0,W,visa,credit,204.0,87.0,2023-11-21,2023-11-21 07:10:39,NGN,DE,retail,settled,purchase
3224048,0,107.95,W,visa,debit,420.0,87.0,2023-11-07,2023-11-07 22:55:15,USD,CA,digital_goods,settled,purchase
3381950,0,107.95,W,visa,debit,110.0,87.0,2023-11-22,2023-11-22 04:10:38,NGN,GB,travel,settled,purchase
3335004,0,241.95,W,visa,debit,315.0,87.0,2023-10-18,2023-10-18 05:34:25,NGN,US,digital_goods,settled,purchase
3035999,0,100.0,R,american express,credit,325.0,87.0,2023-10-13,2023-10-13 08:04:51,EUR,US,digital_goods,settled,purchase
3168624,0,83.97,W,visa,debit,337.0,87.0,2023-11-10,2023-11-10 06:45:14,USD,JP,retail,settled,purchase
3552326,0,35.95,W,visa,debit,476.0,87.0,2023-11-08,2023-11-08 08:51:09,USD,US,digital_goods,settled,purchase
3409123,0,315.0,W,mastercard,debit,264.0,87.0,2023-12-07,2023-12-07 21:02:45,EUR,US,crypto,settled,purchase
3387040,0,226.0,W,visa,debit,325.0,87.0,2023-12-31,2023-12-31 18:33:15,GBP,DE,crypto,settled,purchase
3114252,0,28.217,C,mastercard,debit,,,2023-10-15,2023-10-15 08:58:05,EUR,US,travel,settled,purchase
3062116,0,774.0,W,mastercard,debit,299.0,87.0,2023-10-29,2023-10-29 07:41:46,USD,US,retail,settled,purchase
3227281,1,59.0,W,visa,debit,330.0,87.0,2023-12-16,2023-12-16 04:42:17,EUR,US,retail,declined,purchase
3012519,0,117.0,W,mastercard,debit,231.0,87.0,2023-10-03,2023-10-03 20:33:53,GBP,DE,travel,settled,purchase
3289106,0,117.0,W,visa,debit,498.0,87.0,2023-10-28,2023-10-28 06:19:55,GBP,FR,crypto,settled,purchase
3309290,0,150.0,H,visa,debit,315.0,87.0,2023-12-06,2023-12-06 03:27:40,USD,NG,digital_goods,settled,purchase
3196600,0,49.47,W,visa,debit,205.0,87.0,2023-12-25,2023-12-25 12:29:48,GBP,JP,crypto,settled,purchase
3276533,0,67.95,W,mastercard,debit,264.0,87.0,2023-12-25,2023-12-25 06:39:43,USD,US,gambling,settled,purchase
3002625,0,50.0,H,mastercard,credit,330.0,87.0,2023-10-10,2023-10-10 18:21:46,EUR,CA,retail,settled,purchase
3216143,0,59.0,W,visa,debit,204.0,87.0,2023-11-24,2023-11-24 21:34:17,USD,US,retail,settled,purchase
3146698,0,83.95,W,visa,debit,191.0,87.0,2023-12-21,2023-12-21 02:38:39,GBP,US,crypto,settled,purchase
3257745,0,26.162,C,mastercard,credit,,,2023-10-07,2023-10-07 06:38:27,NGN,US,travel,settled,purchase
3267521,1,55.224,C,visa,debit,,,2023-11-17,2023-11-17 18:27:03,NGN,US,retail,pending,purchase
3073819,0,13.526,C,visa,debit,,,2023-10-11,2023-10-11 14:38:26,GBP,US,atm,settled,purchase
3572315,0,31.95,W,visa,debit,272.0,87.0,2023-11-20,2023-11-20 01:22:06,GBP,NG,travel,settled,purchase
3293628,0,77.95,W,visa,credit,299.0,87.0,2023-11-13,2023-11-13 05:19:12,USD,JP,digital_goods,pending,purchase
3004490,0,300.0,W,visa,debit,204.0,87.0,2023-10-13,2023-10-13 05:58:09,USD,ET,gambling,settled,purchase
3015194,0,117.0,W,visa,debit,330.0,87.0,2023-12-10,2023-12-10 08:42:16,USD,US,gambling,settled,purchase
3261752,0,390.0,W,mastercard,debit,272.0,87.0,2023-12-21,2023-12-21 22:18:29,GBP,US,digital_goods,settled,purchase
3189832,0,21.95,W,visa,debit,272.0,87.0,2023-12-28,2023-12-28 23:24:48,GBP,CA,retail,settled,purchase
3172673,0,117.0,W,visa,debit,325.0,87.0,2023-12-28,2023-12-28 10:00:05,USD,US,travel,settled,purchase
3574670,0,604.95,W,visa,debit,191.0,87.0,2023-12-22,2023-12-22 04:57:10,NGN,FR,gambling,pending,purchase
3159635,1,59.95,W,visa,credit,433.0,87.0,2023-10-27,2023-10-27 04:39:42,USD,CA,retail,declined,purchase
3068068,0,30.95,W,visa,debit,299.0,87.0,2023-11-11,2023-11-11 15:19:19,GBP,DE,retail,settled,purchase
3278468,0,206.0,W,visa,credit,441.0,87.0,2023-10-29,2023-10-29 17:07:22,USD,DE,atm,declined,purchase
3564393,0,49.0,W,mastercard,debit,472.0,87.0,2023-10-21,2023-10-21 10:01:01,USD,US,retail,settled,purchase
3486996,0,26.407,C,mastercard,debit,,,2023-10-26,2023-10-26 14:10:56,USD,DE,retail,settled,purchase
3041735,0,100.0,R,visa,credit,264.0,87.0,2023-10-12,2023-10-12 21:50:28,USD,FR,retail,settled,purchase
